obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,_Vc,Edyn,Hr,Hs,dHs/dt,_Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,_Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,_CO2,CO2_s_d,CO2_r_d,_H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,_CO2:MN,_CO2:SLP,_CO2:SD,_CO2:OK,F:MN,F:SLP,F:SD,F:OK,_H2O:MN,_H2O:SLP,_H2O:SD,_H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
72,1784740924,9479,20260722 12:22:03,12:22:03,15,1784740916,0.000436694,0.436693538,1.741264258,383.6846774,87.49564107,8.852196373,38.81852934,0.009978023,2.948560066,0.009959303,0.006226243,266.1524479,36.93302997,35.79260645,5.901068645,28.07932516,1.629964565,5.804856619,4.27110408,-19.25818501,-47.40833871,-3.778569588,195.7073546,1.124525989,0.539301837,1.741264258,392.6710001,389.4318848,0.060387124,66.75139711,0.436693538,15.42378563,16.10470727,0.000449206,78.43,0,0,1,0,51980.20904,1500.013548,1273.871632,0.849240084,0.177433363,6,0.5,0: Broadleaf,2,TRUE,1784740916,383.6846774,385.8061613,16.11066774,15.26520645,424.8855806,20.28343548,376.5612903,101.0730323,0.099966361,35.49437097,35.79260645,999.9,0,0,10001.45258,0,38.53863548,-2.121569752,389.9673871,391.7873226,0.845458742,385.8061613,15.26520645,1.628354839,1.542902258,14.22977419,13.39965161,1500.013548,0.691996419,0.308003581,0,2.5432,0,13823.96774,13609.67742,48,49.312,48.75,48,47.75,1038.005161,462.0083871,0,1784740877,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-1.337868705,-27.66773265,2.897515238,0,2.544029412,0.119462186,0.275920578,1,0.89078305,-1.391001276,0.143669905,0,1,3,1/3,2.95439,2.7647,0.101828,0.0959392,0.102196,0.084847,27699.8,18501.4,31622.4,22299.1,38238.1,27727.5,45414.6,32609.7,1.64522,2.62805,0.180565,0,32.8873,999.9,51.5,36.1,30.5813,61.6768,-99.992,3,0.447825,0,20.3085,5.21594,12.0338,4.95975,3.301,7702.5,9999,9999,126.4,4.97303,1.87543,1.88162,1.8811,1.87881,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.187,-4.1727,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,69.8,69.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.28516,38.2324,14.8325,2,403.397,1363.06,34.27,33.1363,30.0002,32.8353,32.6783,-1,40,10,-999.9,400,20,99.3728,85.6777
73,1784741044,9599,20260722 12:24:03,12:24:03,15,1784741036,0.000387866,0.387865923,1.231313263,439.3077097,199.3491973,20.16988812,44.44857304,0.009049219,2.948367505,0.009033817,0.005647517,266.1513369,37.014242,35.91598387,5.941274001,30.24877155,1.762560629,5.826883337,4.178713372,-17.10488722,-56.10352754,-4.476066315,188.4668558,1.922812992,0.320888869,1.231313263,449.7449493,447.4520061,0.042357785,66.75139711,0.387865923,16.91542022,17.46574727,0.006981203,78.43,0,0,1,0,51963.31022,1500.014194,1273.871545,0.849239661,0.177432546,6,0.5,0: Broadleaf,2,TRUE,1784741036,439.3077097,442.5982903,17.42027742,16.91755161,482.2494516,21.84530645,376.3071935,101.0787097,0.099967719,35.56302581,35.91598387,999.9,0,0,9999.796774,0,32.31137742,-3.290724758,447.0962581,450.2149355,0.50273071,442.5982903,16.91755161,1.760819032,1.710003548,15.44323548,14.98750645,1500.014194,0.692012032,0.307987968,0,2.517845161,0,13746.50645,13609.74516,48.09858065,49.312,48.812,48,47.812,1038.026774,461.9874194,0,1784740997,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-2.86387847,-2.280265918,3.078490304,0,2.537461765,-0.626436971,0.225033462,1,0.5386787,-0.498275032,0.07487131,0,1,3,1/3,2.95467,2.76448,0.112128,0.10477,0.107937,0.0899982,27383.6,18309.8,31624.1,22285.7,37995.2,27552.5,45416.8,32587.2,1.64513,2.62475,0.178635,0,33.0225,999.9,54.3,36,32.0626,61.5268,-100,3,0.445018,0,20.3084,5.21534,12.0339,4.9598,3.301,7702.5,9999,9999,126.5,4.97302,1.87543,1.88159,1.8811,1.8788,1.87454,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.948,-4.4346,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,71.8,71.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.24487,38.1837,14.8062,2,403.323,1357.98,34.2901,33.1334,29.9998,32.8318,32.665,-1,40,10,-999.9,400,20,99.3779,85.6217
74,1784741164,9719,20260722 12:26:03,12:26:03,15,1784741156,0.000436938,0.436937745,1.722783645,398.4170323,107.0815334,10.83622077,40.31820225,0.010084325,2.948778718,0.010065205,0.006292468,266.1489933,37.01062927,35.92725484,5.944958738,29.47425816,1.718302853,5.829842583,4.226655885,-19.26895455,-56.43955793,-4.502695599,185.9377852,2.361626389,0.482884192,1.722783645,410.0314029,406.2050424,0.148464335,66.75139711,0.436937745,16.2817347,16.9676,-0.000191198,78.43,0,0,1,0,51973.76831,1500.002903,1273.861781,0.849239543,0.177432319,6,0.5,0: Broadleaf,2,TRUE,1784741156,398.4170323,402.4859677,16.97995161,16.22370645,440.0853226,21.3165871,376.611871,101.0960323,0.09994829,35.57223226,35.92725484,999.9,0,0,10000.41935,0,32.22610645,-4.068901613,405.2990323,409.1236452,0.756246161,402.4859677,16.22370645,1.716604839,1.640150968,15.04739355,14.34122581,1500.002903,0.692014871,0.307985129,0,2.526041935,0,13632.60968,13609.66452,48.125,49.187,48.75,47.98983871,47.8363871,1038.024839,461.9780645,0,1784741117,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-3.71207425,-9.615856998,0.963175268,0,2.529417647,0.011113831,0.189321929,1,0.7769929,-0.679918244,0.071192929,0,1,3,1/3,2.95454,2.76446,0.10491,0.0982356,0.105885,0.0879058,27616.6,18454,31635.3,22298.1,38096.2,27632.3,45433.2,32606.5,1.6465,2.62857,0.182271,0,32.9787,999.9,52.8,36,31.1735,61.0768,-100,3,0.430709,0,20.3083,5.21549,12.0339,4.95975,3.301,7702.5,9999,9999,126.5,4.973,1.8754,1.8816,1.8811,1.87876,1.87453,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.699,-4.3345,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,73.8,73.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.28149,38.1106,14.7887,2,403.468,1361.31,34.2875,33.0052,29.9995,32.7196,32.5608,-1,40,10,-999.9,400,20,99.4136,85.6712
75,1784741284,9839,20260722 12:28:03,12:28:03,15,1784741276,0.000412047,0.412047227,1.55814405,434.5180323,157.0246704,15.89005891,43.97090669,0.009701964,2.949601279,0.00968427,0.006054256,266.1488661,37.01513936,35.90011935,5.93609089,30.79106375,1.794920783,5.829356198,4.141170107,-18.17128271,-52.38082702,-4.177146804,191.4196096,2.610888279,0.31027438,1.55814405,445.8268478,443.3053091,-0.000940645,66.75139711,0.412047227,17.19878701,17.79093879,0.006477688,78.43,0,0,1,0,51997.29192,1500,1273.859516,0.849239677,0.177432577,6,0.5,0: Broadleaf,2,TRUE,1784741276,434.5180323,438.896129,17.73730645,17.25134194,477.3124516,22.22846452,376.2879032,101.0947097,0.099955268,35.57071935,35.90011935,999.9,0,0,10005.22419,0,24.58597097,-4.378127427,442.3643548,446.6005806,0.485965387,438.896129,17.25134194,1.793149032,1.744020645,15.72716129,15.29383871,1500,0.692011258,0.307988742,0,2.517054839,0,13548.14839,13609.60968,48.125,49.125,48.75,47.96748387,47.875,1038.016129,461.983871,0,1784741237,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-5.764103506,34.18447007,3.555717982,0,2.537952941,-0.401922078,0.205871231,1,0.46861565,0.601440923,0.066740878,0,1,3,1/3,2.95466,2.76448,0.111471,0.104236,0.109379,0.0910555,27421.8,18327.4,31643.5,22292.9,37956.5,27529.8,45444.9,32597.8,1.64727,2.62808,0.185139,0,32.8887,999.9,54.4,36,32.1189,61.4968,-100,3,0.415955,0,20.3081,5.21669,12.0339,4.9597,3.301,7702.5,9999,9999,126.5,4.97303,1.87538,1.88161,1.8811,1.8788,1.8745,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.819,-4.5026,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,75.8,75.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.28638,38.062,14.7712,2,403.119,1357.74,34.2904,32.8381,29.9995,32.5783,32.4285,-1,40,10,-999.9,400,20,99.439,85.6494
76,1784741404,9959,20260722 12:30:03,12:30:03,15,1784741396,0.000473342,0.473341515,1.473515253,429.2324194,196.6105654,19.89442158,43.43271527,0.011173893,2.948141639,0.011150418,0.006971116,266.1507978,36.91915358,35.83049032,5.913388749,30.69367449,1.781267482,5.803369949,4.132121267,-20.87436083,-54.16067174,-4.318058841,186.7977064,2.294517882,0.454130418,1.473515253,438.789093,437.0935455,-0.098491171,66.75139711,0.473341515,16.84359503,17.58627697,-0.00047149,78.43,0,0,1,0,51969.4323,1500.00871,1273.867113,0.849239811,0.177432835,6,0.5,0: Broadleaf,2,TRUE,1784741396,429.2324194,433.1876774,17.60372903,16.89490323,471.8637742,22.06674194,377.6409032,101.0869355,0.100004987,35.48972903,35.83049032,999.9,0,0,9997.7,0,32.00562903,-3.95533129,436.9239032,440.6322581,0.708826323,433.1876774,16.89490323,1.779509032,1.707855161,15.60793871,14.96794516,1500.00871,0.692005871,0.307994129,0,2.432387097,0,13538.09677,13609.66452,48.062,49.07419355,48.69309677,47.812,47.75,1038.015484,461.9932258,0,1784741357,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-5.234895,24.68794131,2.569736968,0,2.467370588,-0.198957984,0.225575797,1,0.669680375,0.759147006,0.081870656,0,1,3,1/3,2.95623,2.76454,0.11045,0.103963,0.108541,0.0900561,27461.5,18338.5,31652.1,22299.1,38002.7,27568.3,45457.7,32607.2,1.65167,2.6375,0.184152,0,32.8614,999.9,53.7,36,31.7087,61.7368,-100,3,0.402843,0,20.3084,5.21729,12.0332,4.9598,3.301,7702.5,9999,9999,126.5,4.97297,1.87541,1.88157,1.8811,1.8788,1.8745,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.637,-4.459,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,77.8,77.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.2876,37.9891,14.7537,2,404.719,1368.73,34.2222,32.6714,29.9997,32.4277,32.2889,-1,40,10,-999.9,400,20,99.4668,85.6739
77,1784742004,10559.4,20260722 12:40:04,12:40:04,15,1784741996,0.001186635,1.186634663,1.824903022,483.6180645,369.7019746,37.40459484,48.93005449,0.032916436,2.947900718,0.032713602,0.020464121,266.1481691,36.28008982,34.9385129,5.629167357,37.0988847,2.09937328,5.658858203,3.529794077,-52.33058865,15.09603556,1.195788105,230.1094041,-1.878775246,1.143288959,1.824903022,485.3847047,488.267703,-0.836871506,66.75377207,1.186634663,18.89684896,20.74489758,9.64387E-06,78.43,0,0,1,0,52039.31967,1499.996452,1273.856468,0.849239654,0.177432532,6,0.5,0: Broadleaf,2,TRUE,1784741996,483.6180645,481.5093548,20.74992258,18.9693129,528.6010323,25.27190968,377.2525161,101.0749677,0.100025658,35.0335,34.9385129,999.9,0,0,9997.515161,0,17.36272258,2.108678484,493.8656774,490.8200323,1.780620968,481.5093548,18.9693129,2.097298387,1.917323871,18.19869355,16.77756452,1499.996452,0.692011097,0.307988903,0,2.680922581,0,24370.68387,13609.58387,47.504,48.929,48.312,47.562,47.308,1038.014839,461.9816129,0,1784741957,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,1.510049463,21.17671965,3.128304374,0,2.680802941,-0.301462184,0.239285978,1,1.745717561,0.587543206,0.065499561,0,1,3,1/3,2.95598,2.76448,0.119181,0.113858,0.119562,0.097763,27215.2,18115.8,31676.8,22272.6,37561.1,27302.9,45495.6,32568.1,1.65545,2.64608,0.154465,0,32.4484,999.9,56.6,35.7,32.8781,61.3369,88.9263,3,0.362856,0,20.3086,5.21594,12.0339,4.9597,3.301,7702.5,9999,9999,126.7,4.97297,1.87535,1.88157,1.8811,1.87881,1.87448,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.805,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,0.5,0.5,0.155029,4.99878,2.89795,2.89673,2.99805,2.27905,37.4338,14.6574,2,403.891,1370.07,33.7263,32.1429,30,31.9044,31.7701,-1,40,10,-999.9,400,20,99.5474,85.5715
78,1784742285,10840.4,20260722 12:44:45,12:44:45,15,1784742277,0.001356395,1.356394819,2.038874434,487.8870968,382.3731775,38.68764844,49.36330681,0.040125055,2.948250152,0.039824126,0.024916928,266.1499243,36.21714067,34.67934194,5.548843968,39.54346649,2.235331568,5.65284677,3.3135124,-59.8170115,53.24077809,4.211098761,263.7847896,0.778807507,1.312908102,2.038874434,493.7318282,495.8492303,-0.782383713,66.75750481,1.356394819,20.01499309,22.09428121,-0.000541814,78.43,0,0,1,0,52052.53283,1499.995161,1273.8564,0.849240339,0.177433855,6,0.5,0: Broadleaf,2,TRUE,1784742277,487.8870968,490.1073871,22.09311935,20.08472258,532.9970968,26.61509677,383.5602258,101.0777419,0.099983681,35.01430323,34.67934194,999.9,0,0,9999.225806,0,13.72468065,-2.220296435,498.9094516,500.1529032,2.0084,490.1073871,20.08472258,2.233122903,2.030119677,19.20193548,17.68116129,1499.995161,0.691987581,0.308012419,0,2.742325806,0,22867.34516,13609.47742,47.312,48.812,48.187,47.36280645,47.062,1037.979677,462.0154839,0,1784742238,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-2.980616737,18.77975265,3.450383581,0,2.7379,-0.279718879,0.257652846,1,1.94623325,1.159097899,0.113954207,0,1,3,1/3,2.96234,2.76449,0.120462,0.114326,0.123994,0.101801,27173,18091.4,31673.3,22254,37363.9,27159.6,45487.2,32542.8,1.66667,2.6452,0.130385,0,32.5849,999.9,58.1,35.6,33.5606,61.7069,-80.7652,3,0.357429,0,20.3085,5.21624,12.0339,4.95975,3.301,7702.5,9999,9999,126.8,4.97299,1.87531,1.88156,1.8811,1.87878,1.87445,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-45.021,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,5.2,5.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.29004,37.3378,14.6049,2,409.565,1366.56,33.6479,32.0636,30,31.81,31.6705,-1,40,10,-999.9,400,20,99.5321,85.5029
79,1784742405,10960.4,20260722 12:46:45,12:46:45,15,1784742397,0.001285656,1.285655544,2.392380294,472.3963548,347.2529313,35.13428669,47.79602264,0.037549912,2.948082176,0.037286218,0.023327423,266.1468412,36.27287266,34.78197097,5.580531245,39.30447348,2.226443214,5.664605111,3.354088032,-56.69740947,42.89145829,3.395026038,255.7359161,5.89937527,1.211580692,2.392380294,489.2514421,485.6006364,-0.022919545,66.75750481,1.285655544,20.16592301,22.06504182,0.007663706,78.43,0,0,1,0,52041.42813,1499.979355,1273.842832,0.849240243,0.17743367,6,0.5,0: Broadleaf,2,TRUE,1784742397,472.3963548,482.4890323,22.00525484,20.15736774,517.0437097,26.52723226,384.7376452,101.0778065,0.099990855,35.05183548,34.78197097,999.9,0,0,9998.265161,0,11.95570645,-10.09260048,483.0256452,492.4147097,1.847891613,482.4890323,20.15736774,2.224242258,2.037461613,19.13798065,17.73850323,1499.979355,0.691991903,0.308008097,0,2.679812903,0,22203.42581,13609.34516,47.375,48.812,48.25,47.296,47.125,1037.973548,462.0058065,0,1784742358,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-14.3581538,88.57416393,8.75307907,0,2.705238235,-0.428988535,0.24197694,1,1.827893902,0.381154495,0.038701698,0,1,3,1/3,2.96333,2.7646,0.118736,0.111476,0.123917,0.102315,27226.6,18146.3,31673.5,22249.8,37366.9,27138.8,45487,32536.6,1.66858,2.64873,0.124235,0,32.7808,999.9,58,35.6,33.5045,61.6769,-100,3,0.35751,0,20.3086,5.21579,12.0339,4.9598,3.301,7702.5,9999,9999,126.8,4.97296,1.87531,1.88156,1.8811,1.87879,1.87447,1.87452,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.718,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,7.2,7.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.29248,37.2659,14.5961,2,410.493,1371.25,33.6657,32.0523,30.0001,31.7876,31.6427,-1,40,10,-999.9,400,20,99.5322,85.4866
80,1784742525,11080.4,20260722 12:48:45,12:48:45,15,1784742517,0.001089752,1.089752163,2.276109742,425.2972258,288.6581751,29.20358334,43.02737303,0.031365689,2.947794379,0.031181452,0.01950487,266.1522949,36.30037654,34.76321613,5.574728868,38.43420603,2.174372127,5.657387914,3.400356742,-48.0580704,42.20800994,3.340574539,263.642809,2.107114466,1.131154962,2.276109742,438.5400442,433.9864606,0.135706609,66.75750481,1.089752163,20.03179263,21.57628606,0.014862987,78.43,0,0,1,0,52036.99433,1500.016452,1273.873752,0.849239853,0.177432917,6,0.5,0: Broadleaf,2,TRUE,1784742517,425.2972258,429.3366774,21.49223548,19.76475806,468.5075484,26.0142129,384.4370645,101.0700968,0.100027123,35.02880645,34.76321613,999.9,0,0,9997.392903,0,21.46739677,-4.039434355,434.6384194,437.9945484,1.727471613,429.3366774,19.76475806,2.172222581,1.997627097,18.7589,17.42487742,1500.016452,0.692004645,0.307995355,0,2.827022581,0,22414.71613,13609.74194,47.397,48.87087097,48.312,47.312,47.125,1038.01871,461.9977419,0,1784742478,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-2.79678545,-29.21777498,4.649921987,0,2.796252941,1.018572959,0.227365104,0,1.774636,-0.978556098,0.131566046,0,0,3,0/3,2.96365,2.76461,0.109996,0.106258,0.122375,0.102625,27498.1,18252,31675,22248.6,37434.3,27128.1,45488.8,32535,1.6694,2.64555,0.12663,0,32.7281,999.9,57.1,35.5,32.807,61.7669,-100,3,0.355498,0,20.3084,5.21579,12.0336,4.95975,3.301,7702.5,9999,9999,126.9,4.973,1.87532,1.88156,1.8811,1.87881,1.87448,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.203,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,9.2,9.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.27783,37.242,14.5698,2,410.761,1365.82,33.6585,32.0325,29.9999,31.7541,31.6094,-1,40,10,-999.9,400,20,99.5363,85.4824
81,1784742645,11200.4,20260722 12:50:45,12:50:45,15,1784742637,0.001224907,1.224907084,2.949598613,471.173,318.7978013,32.25248914,47.66815205,0.036263108,2.948193287,0.036017123,0.022532663,266.1483549,36.2531939,34.76998387,5.576822069,40.14442297,2.269584034,5.653547532,3.307238035,-54.0184024,39.18867759,3.101105143,254.4197352,12.65889417,1.189651682,2.949598613,506.9204364,493.266503,1.309079866,66.75750481,1.224907084,20.69597208,22.4841103,0.009792173,78.43,0,0,1,0,52050.36029,1499.993871,1273.85461,0.849239876,0.177432962,6,0.5,0: Broadleaf,2,TRUE,1784742637,471.173,491.7839677,22.43356774,20.62034194,515.7829677,26.95554516,384.8269355,101.069129,0.099978813,35.01654194,34.76998387,999.9,0,0,9999.754839,0,10.96299355,-20.61090613,481.9856774,502.1387742,1.81323129,491.7839677,20.62034194,2.267342258,2.084080968,19.44623871,18.09789677,1499.993871,0.692003032,0.307996968,0,2.765912903,0,21560.65484,13609.52581,47.437,48.98374194,48.375,47.37290323,47.20325806,1038.001935,461.9919355,0,1784742598,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-17.9185685,-46.73038694,7.76164994,0,2.704182353,0.680152794,0.27749827,1,1.8812875,-1.275854184,0.130158298,0,1,3,1/3,2.96395,2.76467,0.12009,0.114066,0.125275,0.104158,27185.2,18084.2,31673.9,22238.4,37308.4,27069,45486.8,32519.6,1.66965,2.6472,0.122525,0,32.766,999.9,58.3,35.5,33.4964,61.5269,-100,3,0.288501,0.0697168,20.3085,5.21624,12.0338,4.9597,3.301,7702.5,9999,9999,126.9,4.97297,1.87534,1.88156,1.8811,1.87875,1.87444,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.954,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,11.2,11.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.32666,37.2181,14.5523,2,410.82,1367.82,33.6618,32.0212,30.0001,31.7401,31.592,-1,40,10,-999.9,400,20,99.5324,85.4423
82,1784742765,11320.4,20260722 12:52:45,12:52:45,15,1784742757,0.001205024,1.205024397,2.837815292,448.3346452,300.015874,30.35199704,45.35710608,0.035681269,2.948891248,0.035443142,0.022173226,266.1490323,36.19406492,34.70533226,5.556853797,39.93896135,2.249975334,5.633534919,3.306878464,-53.14157589,39.29693345,3.106987095,255.4113769,4.396200171,1.340761204,2.837815292,471.6297094,461.2039636,0.865854549,66.75750481,1.205024397,20.35972743,22.18903091,0.00061396,78.43,0,0,1,0,52080.96165,1499.994839,1273.855694,0.849240051,0.177433299,6,0.5,0: Broadleaf,2,TRUE,1784742757,448.3346452,456.1139355,22.23999677,20.19925806,492.2534516,26.76196452,385.4318065,101.068,0.099970326,34.9525129,34.70533226,999.9,0,0,10003.83258,0,10.36012258,-7.779414194,458.5323871,465.5187419,2.040745806,456.1139355,20.19925806,2.247751935,2.041498387,19.30670645,17.76954516,1499.994839,0.691997968,0.308002032,0,2.802332258,0,21320.53871,13609.51613,47.375,48.887,48.35670968,47.25,47.125,1037.993871,462.0009677,0,1784742718,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-3.65887375,-128.6196722,12.6036525,0,2.771808824,0.310614214,0.171334011,1,2.1368265,-2.648130056,0.257821842,0,1,3,1/3,2.96461,2.7647,0.114758,0.112602,0.124338,0.103637,27352.5,18116.2,31676.6,22240.9,37351.5,27087.7,45490.6,32523.1,1.67125,2.65035,0.126738,0,32.6473,999.9,57.4,35.4,32.7981,61.7069,-100,3,0.352475,0,20.3084,5.21609,12.0333,4.95985,3.301,7702.5,9999,9999,126.9,4.97299,1.87532,1.88156,1.8811,1.87877,1.87444,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.022,-4.5219,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,13.2,13.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.30591,37.1463,14.5348,2,411.519,1371.78,33.5783,31.9907,30,31.7066,31.5568,-1,40,10,-999.9,400,20,99.5408,85.4518
