obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
69,1786554018,8494.1,20260813 01:00:18,01:00:18,15,,1786554010,0.000466158,0.466157796,0.137049405,295.8135996,261.5053172,26.53718429,30.01873955,0.012502709,1.388741388,0.012440511,0.007780882,287.4327533,38.62903504,36.69812,6.201730721,43.95203454,2.563452057,5.832385425,3.638278664,-20.5575588,-83.70296777,-14.23292126,168.9393055,0.187533784,0.516909956,0.137049405,303.8810205,303.5758909,0.021175873,60.84087956,0.466157796,24.47774077,25.17177576,-0.01266384,69.65,42,10,1.003348625,0.334862534,25168.9204,1500.011333,1261.22482,0.840810194,0.191620388,6,0.5,0: Broadleaf,2,TRUE,1786554010,295.8168667,296.2770667,25.26102,24.58101333,310.1254,25.06950667,443.049,101.3786,0.099964867,35.58014,36.69812,999.9,0,0,5002.333333,0,67.20256,-0.460133933,303.4834,303.7436,0.680017867,296.2770667,24.58101333,2.560928,2.49199,21.41897333,20.9742,1500.011333,0.972993133,0.027006713,0,1.711666667,0,14662,12843.96,46.0704,47.812,46.9664,46.437,46.062,1459.501333,40.51,0,1786554014,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.4630158,-0.125134195,0.120810316,0,0.69393895,-0.203493338,0.056236675,0,0,2,0/2,3.01575,2.75941,0.0743099,0.072275,0.116534,0.111216,32636.1,23456.7,33390.5,25574.4,37675.7,30747.7,48808.1,39986.4,1.75847,2.62143,0.231102,0,32.9102,999.9,54.511,36.155,32.368,28.8729,-100,3,0.395676,0,20.245,5.20486,11.956,4.9693,3.29402,9999,155.4,9999,7168.5,4.97375,1.87302,1.87088,1.87241,1.87286,1.87363,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,60.8,60.6,0.153809,4.99756,2.64526,2.71729,2.8479,2.25952,38.8951,14.7362,2,385.975,1228.3,33.6492,32.6702,30.0003,32.5819,32.5032,-1,40,10,-999.9,400,20,101.399,93.8212
70,1786554138,8614.1,20260813 01:02:18,01:02:18,15,,1786554130,-0.000126634,-0.126634414,1.777166698,295.5686926,1075.374649,109.1238399,29.99288735,-0.00346415,1.386506183,-0.003468966,-0.002167671,287.4382877,38.69566103,36.38042,6.094762848,44.26732217,2.548171749,5.756326844,3.546591099,5.584577643,-77.59826716,-13.18054594,202.2440523,8.531105703,-0.09887096,1.777166698,324.8213148,312.4264545,1.814743709,60.84087956,-0.126634414,25.66656223,25.29893273,0.031901543,69.65,42,10,1.003354576,0.335457577,25124.42413,1500.040667,1261.249441,0.840810165,0.19162033,6,0.5,0: Broadleaf,2,TRUE,1786554130,295.6111333,307.1568,25.11128,25.24216667,309.9194,24.91976667,440.3395333,101.3752,0.099983633,35.34230667,36.38042,999.9,0,0,4991.5,0,60.16744,-11.545756,303.226,315.1151333,-0.13089378,307.1568,25.24216667,2.545663333,2.558932667,21.32134,21.40467333,1500.040667,0.972992733,0.0270072,0,3.189333333,0,14569.98667,12844.18667,46.187,47.7748,47.062,46.39566667,46.104,1459.530667,40.50933333,0,1786554134,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-7.629474169,-73.87184354,7.406967706,0,0.002326465,-2.649337024,0.27891899,0,0,2,0/2,3.01403,2.75944,0.0763558,0.07836,0.11718,0.115932,32553.8,23286.3,33380.3,25556.2,37637.8,30563,48794.5,39961.1,1.75375,2.61842,0.253424,0,32.3077,999.9,55.488,36.175,32.985,29.0829,-100,3,0.404327,0,20.2451,5.20471,11.956,4.9695,3.294,9999,155.4,9999,7168.5,4.97374,1.87302,1.87088,1.87241,1.87286,1.87363,1.87329,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,62.8,62.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.26929,38.8457,14.7187,2,383.784,1224.91,33.48,32.7326,30.0004,32.6343,32.5491,-1,40,10,-999.9,400,20,101.37,93.7591
71,1786554259,8735,20260813 01:04:19,01:04:19,15,,1786554251,-2.85196E-05,-0.028519553,0.129292541,333.0478427,572.6423506,58.10501845,33.7937825,-0.000776957,1.386597617,-0.000777199,-0.000485727,287.43364,38.97759548,36.80465333,6.237963029,45.67760405,2.678142225,5.863140768,3.559820804,1.257712265,-84.40552283,-14.38866447,189.897165,3.177521873,-0.043495837,0.129292541,348.6862409,345.5438061,0.543856868,60.84352234,-0.028519553,26.50656727,26.43221515,0.005868203,69.65,42,10,1.003357826,0.335782602,25100.18592,1500.016,1261.22874,0.840810191,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1786554251,333.0509333,337.3390667,26.39389333,26.4513,347.3594667,26.20238667,441.0872667,101.3682667,0.099985527,35.67554667,36.80465333,999.9,0,0,4992.291333,0,59.1724,-4.287895333,342.08,346.5046,-0.057403682,337.3390667,26.4513,2.675504667,2.681322667,22.13544,22.17106667,1500.016,0.972994267,0.027005607,0,2.661,0,14478.12,12844.00667,46.062,47.7206,46.9958,46.437,46.083,1459.506,40.51,0,1786554255,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-3.037571552,-20.39179635,2.24494917,0,-0.03171575,-0.469268141,0.048090278,0,0,2,0/2,3.01487,2.75952,0.0820876,0.081253,0.121087,0.117743,32352.9,23207.5,33381.4,25550,37465.1,30494,48796,39953.7,1.75508,2.6183,0.25294,0,32.7357,999.9,57.746,36.205,34.3889,28.7629,-100,3,0.403686,0,20.2448,5.20411,11.956,4.96925,3.29405,9999,155.5,9999,7168.5,4.97371,1.87302,1.87088,1.87241,1.87286,1.87364,1.8733,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,64.8,64.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.26074,38.8211,14.6924,2,384.63,1225.09,33.5261,32.7692,29.9999,32.6576,32.5664,-1,40,10,-999.9,400,20,101.373,93.7396
72,1786554379,8855,20260813 01:06:19,01:06:19,15,,1786554371,6.93377E-05,0.069337716,-1.071037023,356.0736942,1208.48764,122.6090331,36.12602223,0.001909799,1.385913622,0.001908338,0.001192842,287.4240933,38.99757102,36.83874667,6.249597029,46.32462822,2.726330622,5.885272535,3.523266408,-3.057793272,-81.80157857,-13.95858418,188.6061373,-18.35439353,0.10125521,-1.071037023,334.0116878,347.9074909,-2.274688604,60.84352234,0.069337716,26.617454,26.78893939,-0.012757385,69.65,42,10,1.003361141,0.336114149,25075.50966,1499.965333,1261.18622,0.840810245,0.191620491,6,0.5,0: Broadleaf,2,TRUE,1786554371,356.0480667,331.1862667,26.87189333,26.73817333,370.3564,26.68038667,440.6002,101.3566,0.09998842,35.74393333,36.83874667,999.9,0,0,4989.5,0,58.19412,24.86181333,365.8807333,340.2859333,0.133721553,331.1862667,26.73817333,2.723644667,2.71009,22.42845333,22.34632,1499.965333,0.972990067,0.027009913,0,2.204333333,0,14369.81333,12843.56,46,47.7206,46.88326667,46.4958,46.062,1459.454,40.51133333,0,1786554375,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,23.84076667,-0.591864935,3.969045008,0,0.102225724,0.701359255,0.075584815,0,0,2,0/2,3.01456,2.75945,0.0820094,0.0764888,0.122274,0.117874,32360.2,23324.5,33385.9,25546.3,37415.9,30485.7,48802.8,39949.9,1.75495,2.61842,0.242472,0,32.8882,999.9,58.448,36.235,34.8649,29.4829,-100,3,0.399421,0,20.2451,5.20501,11.956,4.96955,3.29417,9999,155.5,9999,7168.5,4.97371,1.87302,1.87088,1.8724,1.87289,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,66.8,66.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.26196,38.8457,14.6661,2,384.431,1224.92,33.5941,32.7345,29.9999,32.6359,32.5491,-1,40,10,-999.9,400,20,101.387,93.7288
73,1786554499,8975,20260813 01:08:19,01:08:19,15,,1786554491,0.000249719,0.249718627,-1.294468449,356.8756083,630.0456288,63.91976725,36.20595839,0.006876307,1.388641353,0.006857446,0.004287594,287.4268667,38.87704853,36.80585333,6.238372198,46.05408198,2.706777691,5.87738931,3.531594506,-11.01259146,-81.32173949,-13.84560236,181.2469334,-12.60917363,0.33510698,-1.294468449,342.9281905,354.162303,-1.728071705,60.84352234,0.249718627,26.00624296,26.50999879,-0.027643056,69.65,42,10,1.003350392,0.335039189,25155.69394,1499.986667,1261.2035,0.840809807,0.191619614,6,0.5,0: Broadleaf,2,TRUE,1786554491,356.8447333,339.8859333,26.68022,26.23736667,371.1530667,26.48871333,440.3904,101.3526,0.10000014,35.7196,36.80585333,999.9,0,0,5003.124,0,58.53678667,16.95878667,366.6270667,349.0457333,0.442862407,339.8859333,26.23736667,2.704111333,2.659222,22.31002,22.03464,1499.986667,0.973007,0.02699254,0,2.629666667,0,14264.66,12843.77333,45.937,47.687,46.8624,46.5,46.062,1459.496667,40.49,0,1786554495,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,14.24381524,32.4157613,4.6293158,0,0.324400199,2.206781353,0.24177351,0,0,2,0/2,3.0143,2.75947,0.0832198,0.0791896,0.121257,0.11605,32318.7,23260.6,33387.1,25550.9,37462.8,30554.7,48804.5,39955.5,1.75525,2.61853,0.2499,0,32.8006,999.9,57.343,36.265,34.2654,28.8529,-100,3,0.398097,0,20.2451,5.20441,11.956,4.9694,3.29408,9999,155.5,9999,7168.5,4.97375,1.87302,1.8709,1.87241,1.87288,1.87365,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,68.8,68.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.29492,38.8704,14.6486,2,384.458,1224.64,33.6019,32.7142,29.9999,32.6142,32.529,-1,40,10,-999.9,400,20,101.391,93.7434
74,1786554619,9095,20260813 01:10:19,01:10:19,15,,1786554611,1.2121E-05,0.012120985,0.055605485,367.6830083,85.78314708,8.703315201,37.3040769,0.00033124,1.389626201,0.000331196,0.000207002,287.42838,39.05174534,36.86426667,6.258317792,45.95234718,2.709326429,5.895947858,3.548991362,-0.534535432,-81.46731747,-13.86833447,191.5581926,-1.838025892,0.021892601,0.055605485,373.9043307,375.1613576,-0.244074301,60.84352234,0.012120985,26.58730484,26.65853394,-0.008799639,69.65,42,10,1.003347276,0.33472756,25179.03546,1499.994,1261.20972,0.840809843,0.191619686,6,0.5,0: Broadleaf,2,TRUE,1786554611,367.6843333,365.1912667,26.70414,26.67511333,381.9926667,26.51262667,438.94,101.3571333,0.100035087,35.77684,36.86426667,999.9,0,0,5007.75,0,58.39698667,2.492891267,377.7723333,375.2002,0.029038181,365.1912667,26.67511333,2.706654667,2.703712667,22.32557333,22.30761333,1499.994,0.973006133,0.026993427,0,3.101333333,0,14160.43333,12843.86,45.875,47.6746,46.79133333,46.458,46,1459.502,40.492,0,1786554615,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,0.881309476,12.36017945,5.091297024,0,-0.016258347,0.827940095,0.102176598,0,0,2,0/2,3.01313,2.75956,0.0873531,0.0877223,0.121872,0.1184,32178.8,23041.8,33392.6,25546.9,37440.1,30469.6,48811.8,39950.3,1.75295,2.6219,0.246398,0,32.8544,999.9,58.143,36.286,34.7818,29.0329,-100,3,0.392017,0,20.2452,5.20456,11.956,4.9693,3.294,9999,155.6,9999,7168.5,4.97378,1.87302,1.87089,1.87241,1.87288,1.87363,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,70.8,70.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.25952,38.8951,14.6049,2,382.953,1228.56,33.6377,32.6566,29.9999,32.5672,32.4831,-1,40,10,-999.9,400,20,101.407,93.7302
75,1786554739,9215,20260813 01:12:19,01:12:19,15,,1786554731,-3.75111E-05,-0.037511103,-0.317120922,363.8692952,-137.6651716,-13.9679245,36.91927874,-0.001024857,1.388974967,-0.001025277,-0.000640761,287.4266133,39.05302989,36.81869333,6.242751756,45.75697728,2.694077984,5.887797107,3.548673772,1.654239658,-79.89754356,-13.60282003,195.5804894,0.525357226,-0.087991476,-0.317120922,373.8588653,374.3478,-0.007880479,60.84352234,-0.037511103,26.64081929,26.58000061,0.001732315,69.65,42,10,1.00334952,0.334952022,25162.21851,1499.985333,1261.20238,0.840809808,0.191619616,6,0.5,0: Broadleaf,2,TRUE,1786554731,363.8617333,364.5343333,26.55231333,26.66910667,378.1699333,26.36081333,438.5251333,101.3630667,0.099956553,35.75172,36.81869333,999.9,0,0,5004.25,0,58.60178667,-0.672697227,373.7866667,374.5226,-0.116775687,364.5343333,26.66910667,2.691423333,2.703260667,22.23284667,22.30494667,1499.985333,0.973006333,0.026993233,0,3.224666667,0,14055.44667,12843.78,45.875,47.66633333,46.75,46.5,45.9916,1459.495333,40.49,0,1786554735,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.884245543,10.69719837,2.032543846,0,-0.134161014,0.379875452,0.04337985,0,0,2,0/2,3.01234,2.75949,0.0871654,0.0849461,0.121632,0.118233,32188.6,23114.3,33395.7,25549.3,37453,30477.8,48816.1,39953.8,1.7522,2.62108,0.248645,0,32.8239,999.9,57.716,36.326,34.6014,28.9429,-100,3,0.387815,0,20.2451,5.20037,11.956,4.9693,3.29405,9999,155.6,9999,7168.5,4.97374,1.87302,1.8709,1.87241,1.87289,1.87363,1.8733,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1916,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,72.8,72.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.29126,38.8951,14.6049,2,382.263,1226.42,33.6548,32.6067,29.9999,32.5188,32.4372,-1,40,10,-999.9,400,20,101.416,93.7387
76,1786554859,9335,20260813 01:14:19,01:14:19,15,,1786554851,8.58479E-05,0.085847941,0.235016746,328.6038792,148.5919221,15.07744158,33.34303588,0.002272723,1.391976361,0.002270663,0.00141935,287.4347211,39.12141211,37.03091333,6.315524939,44.64838081,2.648708655,5.932373374,3.666816284,-3.785894191,-85.71401813,-14.58631208,183.3484967,-2.855476484,0.214118999,0.235016746,335.9178994,335.2829212,0.055472237,60.84352234,0.085847941,25.94040178,26.06436182,-0.001487134,69.65,42,10,1.003339602,0.333960215,25236.69673,1500.028,1261.238221,0.840809785,0.19161957,6,0.5,0: Broadleaf,2,TRUE,1786554851,328.6094667,324.8043333,26.10368,25.81878,342.9177333,25.91218,437.6630667,101.3688,0.09998352,35.88873333,37.03091333,999.9,0,0,5018.75,0,61.2448,3.805151667,337.4174667,333.413,0.284895393,324.8043333,25.81878,2.646102,2.617221333,21.95416,21.77427333,1500.028,0.9730052,0.02699444,0,2.585333333,0,13954.99333,12844.16,45.812,47.62913333,46.7332,46.437,45.937,1459.537333,40.49,0,1786554855,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,5.610916905,-50.19417506,5.75686707,0,0.325966757,-1.24275487,0.159568883,0,0,2,0/2,3.01185,2.7594,0.0803017,0.0792747,0.119829,0.116368,32435.2,23266,33400.4,25558.4,37536.6,30552.1,48822.6,39966.2,1.7517,2.62633,0.249762,0,33.0193,999.9,56.269,36.346,33.7673,29.0329,-100,3,0.382769,0,20.2451,5.20336,11.956,4.969,3.29408,9999,155.6,9999,7168.5,4.97372,1.87302,1.87088,1.87239,1.87286,1.87363,1.8733,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,74.8,74.6,0.153809,4.99756,2.64526,2.71729,2.8479,2.2876,38.9198,14.5698,2,381.664,1232.95,33.6873,32.5489,29.9998,32.4636,32.3857,-1,40,10,-999.9,400,20,101.429,93.7695
77,1786555737,10213.1,20260813 01:28:57,01:28:57,15,,1786555729,0.001227536,1.22753574,4.367830057,353.0953141,152.4833416,15.47127846,35.8257884,0.037793972,1.387276382,0.037231147,0.023319336,287.435575,38.47740498,36.34118125,6.08166321,48.82760802,2.884195602,5.906895135,3.197467608,-54.13432613,-39.68776154,-6.751501726,186.8619856,4.744114114,1.185403576,4.367830057,370.1689837,364.2016428,-0.005607181,60.79200682,1.22753574,26.81915728,28.41540714,-0.000441776,69.65,51,11,1.004078879,0.407887888,25108.87147,1500.0325,1261.242,0.840809782,0.191619565,6,0.5,0: Broadleaf,2,TRUE,1786555729,353.1996875,360.072125,28.4263375,26.8939375,367.5080625,28.234825,449.0569375,101.3620625,0.100027094,35.81053125,36.34118125,999.9,0,0,4995.9375,0,113.0190625,-6.87242,363.5335625,370.0235625,1.532386875,360.072125,26.8939375,2.881350625,2.726025625,23.3577,22.44281875,1500.0325,0.973007688,0.026991988,0,2.51875,0,10455.7125,12844.2,45.875,47.625,46.769375,46.378875,45.9488125,1459.5425,40.49,0,1786555734,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-5.905180381,-7.688048682,3.582546882,0,1.549791905,-0.149818852,0.062616349,0,0,2,0/2,3.02273,2.75955,0.0852643,0.0839572,0.127939,0.118696,32215.6,23114.8,33356.2,25524.2,37139,30431.7,48762.4,39916.1,1.7511,2.60617,0.198383,0,33.1535,999.9,57.136,36.437,34.4635,28.9575,-100,3,0.430455,0,20.2447,5.20396,11.956,4.96935,3.294,9999,155.9,9999,7168.5,4.97369,1.87302,1.87092,1.87241,1.87286,1.87363,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,89.5,89.2,0.153809,4.99756,2.64526,2.71729,2.8479,2.26074,38.8704,14.4385,2,383.677,1211.26,33.8328,33.0334,30.0014,32.8486,32.7415,-1,40,10,-999.9,400,20,101.301,93.6489
78,1786555863,10339.1,20260813 01:31:03,01:31:03,15,,1786555855,0.000790646,0.790646082,2.10402717,390.7528388,235.87095,23.93691164,39.65480352,0.024498216,1.389539333,0.024260774,0.015184125,287.4264867,38.76192367,36.19571333,6.03331268,48.42296908,2.871126963,5.929266664,3.162185716,-34.86749222,-23.70991529,-4.025352063,224.8237271,4.476357472,0.737954886,2.10402717,406.0422383,403.5230485,-0.070331705,60.79799289,0.790646082,27.3570805,28.34121939,0.007214162,69.65,52,12,1.004149509,0.41495095,25167.20328,1499.984667,1261.20182,0.840809808,0.191619617,6,0.5,0: Broadleaf,2,TRUE,1786555855,390.803,397.1564,28.29168,27.33587333,405.1114667,28.10017333,448.225,101.3830667,0.100018233,35.87921333,36.19571333,999.9,0,0,5006.041333,0,59.73094667,-6.353170133,402.1815333,408.3181333,0.955812333,397.1564,27.33587333,2.868290667,2.771389333,23.28245333,22.71462,1499.984667,0.973005,0.02699476,0,3.010666667,0,10248.60667,12843.76,45.875,47.625,46.812,46.375,45.9874,1459.494667,40.49,0,1786555860,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-6.9048076,19.57613684,3.542101119,0,0.98199375,-0.434832947,0.061751024,0,0,2,0/2,3.02215,2.75949,0.0919097,0.0917962,0.127648,0.119994,31963.3,22907.2,33338.4,25514.3,37142.4,30374.6,48737.6,39899.9,1.74507,2.60485,0.198331,0,33.0088,999.9,57.783,36.447,34.8646,29.2575,-100,3,0.447678,0,20.245,5.20426,11.956,4.96915,3.2941,9999,155.9,9999,7168.5,4.97373,1.87302,1.87091,1.87241,1.87287,1.87365,1.87329,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,91.6,91.3,0.153809,4.99756,2.64526,2.71729,2.8479,2.29126,38.7964,14.421,2,381.936,1213.96,33.8909,33.2953,30.0003,33.0901,32.9679,-1,40,10,-999.9,400,20,101.248,93.6114
79,1786555983,10459.1,20260813 01:33:03,01:33:03,15,,1786555975,0.000894198,0.894197672,1.876508952,364.6478269,238.696033,24.22469564,37.0072452,0.027521604,1.387655474,0.027221923,0.017040355,287.4292733,38.75759875,36.2579,6.053941231,48.23043594,2.866746232,5.943853038,3.187194999,-39.43411733,-24.98896313,-4.250465728,218.7557271,-7.970154249,0.99547885,1.876508952,362.5981419,365.6829576,-1.056160103,60.79799289,0.894197672,26.91207153,28.15674061,-0.0123614,69.65,52,12,1.004159084,0.41590836,25109.50843,1499.999333,1261.21414,0.8408098,0.191619601,6,0.5,0: Broadleaf,2,TRUE,1786555975,364.6926667,354.5080667,28.24724667,26.95202,379.001,28.05574667,446.2089333,101.3876667,0.09996736,35.92387333,36.2579,999.9,0,0,4996.541333,0,55.40030667,10.184606,375.2941333,364.3274667,1.295234,354.5080667,26.95202,2.863921333,2.732600667,23.25719333,22.48248,1499.999333,0.973005733,0.02699398,0,1.810666667,0,10163.22667,12843.9,45.8582,47.625,46.812,46.312,45.937,1459.509333,40.49,0,1786555980,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,11.52399952,-41.28069039,4.683697351,0,1.313701905,-0.312861039,0.044794101,0,0,2,0/2,3.01963,2.75945,0.085243,0.0829257,0.126963,0.118792,32202.5,23137,33343.2,25521.2,37176.6,30423,48744.5,39910.1,1.73958,2.60853,0.197247,0,33.0573,999.9,57.472,36.437,34.6547,28.8075,-100,3,0.443857,0,20.2451,5.20456,11.956,4.96905,3.29413,9999,155.9,9999,7168.5,4.9737,1.87302,1.87088,1.8724,1.87289,1.87363,1.87328,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,93.6,93.3,0.152588,4.99756,2.64526,2.71606,2.8479,2.25342,38.7471,14.3947,2,379.261,1220.24,33.948,33.2896,29.9997,33.1289,33.0169,-1,40,10,-999.9,400,20,101.262,93.636
80,1786556103,10579.1,20260813 01:35:03,01:35:03,15,,1786556095,0.000830472,0.830471815,1.458382535,382.1634601,271.7964469,27.58366714,38.78442781,0.025296352,1.387144625,0.025042841,0.015674341,287.4302867,38.83047616,36.32607333,6.076626041,47.99929571,2.859293198,5.956948233,3.217332843,-36.62380703,-27.08567388,-4.611220126,219.1095856,-10.47189827,0.813939323,1.458382535,371.8742313,380.0568485,-1.888685732,60.79799289,0.830471815,26.89770611,28.08564909,-0.015576506,69.65,52,12,1.004162049,0.416204883,25091.6934,1500.004667,1261.21862,0.840809797,0.191619595,6,0.5,0: Broadleaf,2,TRUE,1786556095,382.1983333,368.5168667,28.17412667,27.10903333,396.5066,27.98260667,443.6984,101.3865333,0.099955733,35.96388667,36.32607333,999.9,0,0,4994.083333,0,112.2002467,13.68157333,393.2789333,378.787,1.065084,368.5168667,27.10903333,2.856477333,2.748493333,23.21413333,22.57762,1500.004667,0.973005667,0.026994067,0,1.827,0,10127.98,12843.94,45.812,47.625,46.75,46.312,45.937,1459.514667,40.49,0,1786556100,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,11.35300738,31.72282535,5.117588222,0,0.978074095,1.785375195,0.186523792,0,0,2,0/2,3.01726,2.75942,0.0877183,0.083768,0.126711,0.1188,32122.8,23119.9,33350.5,25525.4,37193.6,30428.1,48754.4,39916.8,1.73577,2.60935,0.201721,0,33.0544,999.9,57.331,36.416,34.5329,29.1675,-100,3,0.436448,0,20.2448,5.20441,11.956,4.9692,3.29423,9999,156,9999,7168.5,4.97369,1.87302,1.87088,1.8724,1.8729,1.87363,1.87331,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,95.6,95.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.25098,38.6733,14.3772,2,377.028,1220.89,33.9769,33.2072,29.9998,33.0894,32.9905,-1,40,10,-999.9,400,20,101.284,93.6516
