obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
71,1786467342,8948,20260812 00:55:42,00:55:42,15,,1786467334,0.000488538,0.488538367,-0.23180319,169.3976082,187.8210777,19.09967776,17.2261802,0.012607261,1.391501453,0.012544146,0.007845736,287.4260733,40.34675629,38.36782,6.791130518,47.09462569,3.02181364,6.416472359,3.769316878,-21.54454197,-78.47048341,-13.53835746,173.8726905,-1.000252995,0.489679065,-0.23180319,172.6393491,173.6490242,-0.133900324,60.79263718,0.488538367,29.08466163,29.70702788,-0.000496987,69.65,54,12,1.00432171,0.432171029,25098.10641,1499.979333,1261.19764,0.840810011,0.191620022,6,0.5,0: Broadleaf,2,TRUE,1786467334,169.3920667,168.1990667,29.7157,29.09761333,181.6187333,29.06777333,459.1790667,101.5906,0.100211253,37.32180667,38.36782,999.9,0,0,5005.458,0,29.1062,1.1928888,174.5798667,173.24,0.618099,168.1990667,29.09761333,3.018835333,2.956042667,24.13216667,23.78232667,1499.979333,0.972998,0.027001793,0,2.845,0,13221,12843.69333,47.5998,49.437,48.625,47.875,47.562,1459.479333,40.5,0,1786467339,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,0.911633,3.600737143,0.60677636,0,0.593251286,0.415740156,0.05565427,0,0,2,0/2,3.03373,2.75962,0.0464706,0.0441923,0.130288,0.124955,33394.7,24056.3,33184.2,25471.8,36921.7,30144.8,48529.7,39839.7,1.74183,2.55333,0.254877,0,34.2639,999.9,56.818,37.776,36.7851,28.9038,-100,3,0.646441,0,20.2463,5.20456,11.9617,4.96905,3.2945,149.9,9999,7167.5,9999,4.97374,1.87308,1.87101,1.8724,1.87287,1.87363,1.87332,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,64.6,64.6,0.153809,4.99756,2.64526,2.69531,2.8479,2.25952,40.222,14.5786,2,394.251,1187.45,35.3861,35.5335,30.0001,35.442,35.3412,-1,40,10,-999.9,400,20,100.801,93.4645
72,1786467462,9068,20260812 00:57:42,00:57:42,15,,1786467454,0.000484135,0.484135239,-0.064716957,170.0688802,167.9411797,17.07782063,17.29418499,0.012919031,1.390682867,0.012852726,0.008038882,287.43576,40.00937298,37.95943333,6.642657026,47.53684888,2.993725468,6.297694396,3.648931558,-21.35036403,-73.49899667,-12.64216552,179.9442338,-0.110427165,0.482975558,-0.064716957,175.210648,175.2704424,0.005201865,60.79263718,0.484135239,28.81472324,29.42886848,-0.000276097,69.65,53,12,1.004240583,0.424058342,25102.56049,1500.028,1261.23874,0.840810132,0.191620263,6,0.5,0: Broadleaf,2,TRUE,1786467454,170.0673333,170.0310667,29.43992667,28.83156,182.2938,28.79196667,460.2987333,101.5892667,0.100031053,36.97911333,37.95943333,999.9,0,0,5001.5,0,26.59820667,0.036388207,175.2259333,175.0789333,0.608341733,170.0310667,28.83156,2.990774667,2.928973333,23.97663333,23.62955333,1500.028,0.972994733,0.027005213,0,2.419,0,13007.06,12844.12,47.3456,49.208,48.4122,47.4832,47.3582,1459.520667,40.50733333,0,1786467459,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,0.027468762,-0.641458442,0.180754833,0,0.596401286,0.202583455,0.023041277,0,0,2,0/2,3.03269,2.7593,0.0468864,0.0445884,0.129324,0.124042,33384.6,24049.4,33188.4,25474.8,36966.2,30179.6,48535.7,39844,1.74067,2.55477,0.252277,0,33.8449,999.9,56.367,37.796,36.5322,29.0538,-100,3,0.642259,0,20.2464,5.20486,11.9619,4.9687,3.2945,149.9,9999,7167.5,9999,4.97376,1.87303,1.87096,1.87241,1.87286,1.87363,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,66.6,66.6,0.152588,4.99756,2.64526,2.69531,2.8479,2.26929,40.1967,14.5611,2,393.482,1189.07,35.238,35.4872,29.9997,35.4192,35.3176,-1,40,10,-999.9,400,20,100.814,93.4749
73,1786467582,9188,20260812 00:59:42,00:59:42,15,,1786467574,0.000475493,0.475493409,-0.0591692,171.7546802,169.0789253,17.19399631,17.46609953,0.013131883,1.390304631,0.013063363,0.008170728,287.4229533,39.72842436,37.60236,6.515155375,48.17340214,2.986590109,6.199666157,3.528565266,-20.96925932,-68.232719,-11.70303305,186.517942,0.431847628,0.4726974,-0.0591692,177.8467743,177.5311818,0.075239639,60.79263718,0.475493409,28.74362622,29.35167333,-7.36255E-05,69.65,53,12,1.004238487,0.423848708,25114.92368,1499.963333,1261.18416,0.840809993,0.191619986,6,0.5,0: Broadleaf,2,TRUE,1786467574,171.7532667,172.4262667,29.36894,28.76754667,183.9797333,28.721,455.7613333,101.5921333,0.099998193,36.69203333,37.60236,999.9,0,0,4999.5,0,23.23402667,-0.673173067,176.9498667,177.5334667,0.6013902,172.4262667,28.76754667,2.983652667,2.922556667,23.93696,23.59313333,1499.963333,0.973001133,0.026998633,0,2.719333333,0,12807.40667,12843.58,47.05786667,48.8456,48.0914,47.1912,47,1459.464667,40.49866667,0,1786467579,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.692372667,0.771695299,0.184126422,0,0.588636905,0.225700753,0.024051928,0,0,2,0/2,3.02875,2.75941,0.0474077,0.0451541,0.129108,0.123888,33380.3,24044.3,33201.4,25483.7,36985,30195.5,48553.7,39857.4,1.73412,2.55928,0.269458,0,33.2771,999.9,56.348,37.796,36.5204,29.4138,-100,3,0.627846,0,20.2468,5.20306,11.9616,4.969,3.2947,150,9999,7167.5,9999,4.97376,1.87304,1.87101,1.87241,1.87286,1.87363,1.87332,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,68.6,68.6,0.152588,4.99756,2.64526,2.69531,2.8479,2.2644,40.1206,14.5348,2,389.178,1193.34,34.9407,35.3245,29.9995,35.2975,35.2088,-1,40,10,-999.9,400,20,100.852,93.507
74,1786467702,9308,20260812 01:01:42,01:01:42,15,,1786467694,0.000418982,0.418982094,-0.167470152,169.3503927,182.1813733,18.52664065,17.22181479,0.011747071,1.391658198,0.011692261,0.007312566,287.4342133,39.59635161,37.47568,6.470434512,48.74607135,2.995949512,6.146032756,3.474485,-18.47711034,-70.70451679,-12.09847762,186.1541086,0.267251508,0.475109566,-0.167470152,175.310846,175.0392667,0.09457553,60.79263718,0.418982094,28.82901787,29.40851939,-0.007027076,69.65,53,12,1.00422978,0.422977992,25166.4055,1500.025333,1261.23598,0.840809786,0.191619573,6,0.5,0: Broadleaf,2,TRUE,1786467694,169.3464,169.8040667,29.46061333,28.85435333,181.573,28.81268,454.3708,101.5935333,0.099852273,36.53329333,37.47568,999.9,0,0,5006.084,0,23.80672667,-0.457654465,174.4869333,174.8494,0.6062622,169.8040667,28.85435333,2.993011333,2.931418,23.98907333,23.6434,1500.025333,0.973006,0.0269936,0,2.98,0,12619.24667,12844.12667,46.875,48.687,47.90393333,47.00413333,46.875,1459.535333,40.49,0,1786467699,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.332607205,-2.333991412,0.404718186,0,0.591175714,0.114852234,0.030195654,0,0,2,0/2,3.02627,2.7594,0.046866,0.0445895,0.129345,0.124271,33412.9,24064.5,33214.2,25489.3,36983.5,30188.9,48570.8,39866.1,1.73048,2.5635,0.272535,0,33.0576,999.9,56.721,37.776,36.72,29.0238,-100,3,0.61325,0,20.2468,5.20441,11.9602,4.96935,3.29475,150,9999,7167.5,9999,4.97373,1.87304,1.871,1.87239,1.87287,1.87363,1.87332,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,70.6,70.6,0.152588,4.99756,2.64526,2.69531,2.8479,2.27783,40.07,14.5085,2,386.378,1196.85,34.7999,35.1644,29.9996,35.1585,35.0796,-1,40,10,-999.9,400,20,100.889,93.5273
75,1786467822,9428,20260812 01:03:42,01:03:42,15,,1786467814,0.000440609,0.440608514,-0.136824709,170.8189298,178.4533382,18.14807486,17.37168246,0.012603272,1.390763398,0.012540163,0.007843246,287.4369144,39.37320452,37.24204,6.388652885,49.06200631,2.980055778,6.074060158,3.408597107,-19.43083546,-69.25545183,-11.83242834,186.9181988,-0.019297578,0.338934541,-0.136824709,175.9581261,176.1110545,0.006487791,60.80192132,0.440608514,28.74912338,29.31686303,0.000221305,69.65,53,12,1.004231164,0.423116436,25158.20574,1500.039333,1261.247761,0.840809792,0.191619585,6,0.5,0: Broadleaf,2,TRUE,1786467814,170.8156667,170.8671333,29.30343333,28.86756,183.0423333,28.65552,450.9216667,101.5964667,0.100005013,36.31837333,37.24204,999.9,0,0,5001.541333,0,25.18114,-0.051495341,175.9721333,175.9464,0.435896067,170.8671333,28.86756,2.977126667,2.932842667,23.90053333,23.65137333,1500.039333,0.973004733,0.026994913,0,3.139333333,0,12442.54,12844.23333,46.65393333,48.4412,47.687,46.8162,46.625,1459.548,40.49066667,0,1786467819,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.013482177,0.116966126,0.234110638,0,0.446511143,0.36109387,0.101768998,0,0,2,0/2,3.02452,2.75949,0.0471283,0.0447455,0.129057,0.123708,33416.1,24067.6,33225.7,25496,37003,30216.2,48585.9,39876,1.72785,2.56922,0.27217,0,32.8472,999.9,56.599,37.746,36.5798,29.3238,-100,3,0.599065,0,20.2464,5.20082,11.9587,4.9688,3.2947,150,9999,7167.5,9999,4.9738,1.87305,1.87099,1.8724,1.87288,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,72.6,72.6,0.152588,4.99756,2.64526,2.69531,2.8479,2.27051,40.0194,14.4823,2,384.098,1202.24,34.597,34.9993,29.9996,35.0109,34.9372,-1,40,10,-999.9,400,20,100.922,93.5511
76,1786467942,9548,20260812 01:05:42,01:05:42,15,,1786467934,0.000376024,0.376024273,-0.066957267,170.751466,171.165214,17.4068474,17.36477081,0.010372561,1.390040106,0.010329753,0.006459927,287.42522,39.63226199,37.57172667,6.504316607,48.37328435,2.974897841,6.149877728,3.529418766,-16.58267046,-76.96421712,-13.19178829,180.6865441,0.488018537,0.355501526,-0.066957267,176.6058813,176.3790667,0.05970469,60.80192132,0.376024273,28.79669841,29.28331636,0.000161976,69.65,53,12,1.004237768,0.423776827,25119.16569,1499.978,1261.19622,0.840809812,0.191619624,6,0.5,0: Broadleaf,2,TRUE,1786467934,170.7498667,171.4801333,29.2528,28.79379333,182.9768,28.60488,449.1463333,101.5962,0.099974073,36.54471333,37.57172667,999.9,0,0,4998,0,30.48614667,-0.730123467,175.8956,176.5641333,0.459009933,171.4801333,28.79379333,2.971974667,2.925342,23.87172667,23.60896,1499.978,0.973005333,0.026994293,0,2.13,0,12270.84,12843.72,46.68286667,48.437,47.625,46.9622,46.625,1459.488,40.49,0,1786467939,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.706986571,-1.927526182,0.430563051,0,0.460584143,0.047050753,0.018639164,1,1,2,1/2,3.02204,2.75943,0.0472447,0.0454157,0.129016,0.124158,33419.4,24054.1,33232.4,25499,37009,30204.3,48595.2,39880.6,1.72392,2.57407,0.27287,0,33.1956,999.9,56.599,37.736,36.561,29.1738,-100,3,0.589738,0,20.2464,5.20486,11.9599,4.96945,3.2945,150.1,9999,7167.5,9999,4.97374,1.87307,1.87101,1.87239,1.87286,1.87363,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,74.6,74.6,0.152588,4.99756,2.64526,2.69531,2.8479,2.24854,39.9689,14.456,2,381.32,1206.99,34.5883,34.8938,29.9999,34.8957,34.8265,-1,40,10,-999.9,400,20,100.942,93.5619
77,1786468515,10121,20260812 01:15:15,01:15:15,15,,1786468511,0.002699422,2.699421824,2.017495307,168.0085248,121.7874164,12.384079,17.08412006,0.085819031,1.391134501,0.082982624,0.05211117,287.4288125,38.27065266,36.4984125,6.134301733,48.88253529,2.974615109,6.085230833,3.159686623,-119.0445024,-10.99014299,-1.87073494,155.5234321,-0.078551531,0.696846151,2.017495307,172.9067956,172.0283515,-0.347916261,60.73363496,2.699421824,28.38374377,30.34897203,0.22221252,74.05,47,10,1.003749181,0.374918102,25166.14226,1499.99375,1261.20975,0.840810003,0.191620007,6,0.5,0: Broadleaf,2,TRUE,1786468511,168.056625,168.106375,29.2529375,28.39005,180.229625,28.6050125,468.560625,101.595,0.091030988,36.351875,36.4984125,999.9,0,0,5003.4375,0,56.891775,-0.049797663,173.1205,173.018375,0.862908525,168.106375,28.39005,2.9719525,2.88428375,23.8677375,23.3745625,1499.99375,0.973000375,0.02699945,0,1.5075,0,23229.7125,12843.85,46.562,48.187,47.5155,46.812,46.562,1459.49375,40.5,0,1786468512,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.06966561,-0.30243173,0.337612657,0,0.21931679,3.772048551,0.53330745,0,0,2,0/2,3.06104,2.74556,0.0462326,0.0441039,0.131644,0.122978,33457.4,24089.8,33234.7,25501.7,36896.6,30247.6,48598.6,39883.9,1.82362,2.54425,0.18581,0,33.4829,999.9,55.939,37.625,35.9155,28.4238,-100,3,0.587022,0,20.2471,5.20112,11.9608,4.9692,3.2945,150.2,9999,7167.5,9999,4.97379,1.87304,1.87095,1.87241,1.8729,1.87364,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,0.5,84.1,0.152588,4.99756,2.64526,2.69409,2.8479,2.28027,39.7171,14.386,2,436.823,1162.74,34.562,34.8482,30.0005,34.7922,34.7136,-1,40,10,-999.9,400,20,100.949,93.5706
78,1786468640,10246.1,20260812 01:17:20,01:17:20,15,,1786468632,0.00135269,1.352689937,1.027449162,167.348993,120.2961049,12.23523294,17.02094938,0.042151619,1.390554499,0.041454435,0.025970701,287.4292875,38.87727331,36.7607125,6.222996411,50.40905778,3.055526716,6.061463654,3.167469695,-59.65362622,-35.99802347,-6.135795522,185.6418423,3.660769282,1.359279644,1.027449162,180.6999014,176.027503,0.604022774,60.80299541,1.352689937,28.43152829,30.12254424,0.01184303,69.65,39,9,1.003110443,0.311044262,25154.81687,1499.99625,1261.21185,0.840810002,0.191620004,6,0.5,0: Broadleaf,2,TRUE,1786468632,167.3735,172.586375,30.0417625,28.2746625,179.5465625,29.39385625,446.2326875,101.6093125,0.099990194,36.28053125,36.7607125,999.9,0,0,4999.8825,0,33.8491625,-5.212973125,172.5573125,177.6085625,1.767118125,172.586375,28.2746625,3.052521875,2.872968125,24.31719375,23.3092875,1499.99625,0.97299875,0.027001156,0,2.4075,0,22289.075,12843.8625,46.527125,48.152125,47.492125,46.625,46.5,1459.49625,40.5,0,1786468637,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-4.651585238,-12.99123344,2.000480971,0,1.829397143,-1.369820963,0.136017142,0,0,2,0/2,3.01888,2.75926,0.047167,0.0461504,0.13197,0.12334,33417.1,24033.4,33227.6,25496.9,36877.1,30229,48587.9,39875.7,1.74673,2.5734,0.208426,0,33.4129,999.9,55.787,37.595,35.7569,29.0274,-100,3,0.595412,0,20.2465,5.20486,11.962,4.96835,3.29465,150.2,9999,7167.5,9999,4.97376,1.87304,1.87098,1.87239,1.87286,1.87364,1.87331,1.87764,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,2.5,86.2,0.152588,4.99756,2.64526,2.69531,2.8479,2.27783,39.6418,14.3597,2,393.468,1204.93,34.5415,34.9359,30.0002,34.8622,34.7707,-1,40,10,-999.9,400,20,100.927,93.5519
79,1786468760,10366.1,20260812 01:19:20,01:19:20,15,,1786468752,0.001235804,1.235804486,1.138628558,166.8988428,110.58921,11.24777762,16.97490261,0.037704879,1.390757549,0.037146063,0.023265807,287.43478,38.98834103,36.88332667,6.264837916,49.93977512,3.035856433,6.07903505,3.228981483,-54.49897781,-41.24018598,-7.034262644,184.6613536,2.373723448,1.384755082,1.138628558,178.5455833,174.2762061,0.500740625,60.80299541,1.235804486,28.18929461,29.81497091,-0.002210814,69.65,39,9,1.003110248,0.311024759,25156.38933,1500.022,1261.23378,0.840810188,0.191620376,6,0.5,0: Broadleaf,2,TRUE,1786468752,166.926,170.4184667,29.84882667,28.04831333,179.0991333,29.20090667,446.2488,101.6077333,0.099997667,36.3333,36.88332667,999.9,0,0,5000.958,0,30.26692,-3.492390667,172.0619333,175.3366,1.800496,170.4184667,28.04831333,3.032876,2.84993,24.2095,23.17603333,1500.022,0.972995667,0.02700434,0,2.692666667,0,22035.62667,12844.05333,46.5746,48.26653333,47.52066667,46.75,46.6166,1459.512,40.51,0,1786468757,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-2.647602762,-17.81796,2.051936789,0,1.876507619,-1.254014805,0.142450843,0,0,2,0/2,3.01915,2.75943,0.0468037,0.0452181,0.130894,0.122797,33429.2,24057.2,33227,25497.4,36923.3,30248,48587.1,39876.1,1.74745,2.57335,0.210475,0,33.4726,999.9,55.64,37.555,35.5806,28.9374,-100,3,0.59591,0,20.2466,5.20531,11.961,4.96925,3.29478,150.3,9999,7167.5,9999,4.97373,1.87302,1.87096,1.8724,1.87287,1.87363,1.87331,1.87765,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,4.5,88.2,0.153809,4.99756,2.64526,2.69531,2.8479,2.26074,39.5666,14.3597,2,393.961,1205.16,34.6021,34.9486,30,34.8781,34.7859,-1,40,10,-999.9,400,20,100.925,93.5532
80,1786468880,10486.1,20260812 01:21:20,01:21:20,15,,1786468872,0.001104069,1.10406862,0.676198412,164.9641343,125.5799416,12.77238953,16.77804715,0.034386495,1.389540149,0.033920656,0.021241738,287.42028,38.71656126,36.54830667,6.151087991,50.10587909,2.989418588,5.966203252,3.161669403,-48.68942614,-41.66554974,-7.089765283,189.9755388,0.408463532,1.14645723,0.676198412,170.1517925,169.5914,-0.06939719,60.80299541,1.10406862,27.95180496,29.38966727,3.48489E-05,69.65,39,9,1.00311112,0.31111199,25149.35777,1499.952,1261.17438,0.840809826,0.191619652,6,0.5,0: Broadleaf,2,TRUE,1786468872,164.9802667,165.7805333,29.39238667,27.90387333,177.1532667,28.74444,447.1056,101.6072667,0.09997548,35.99212,36.54830667,999.9,0,0,4994.999333,0,77.82182,-0.800436333,169.9762667,170.5394667,1.488520667,165.7805333,27.90387333,2.986477333,2.835233333,23.95272,23.09065333,1499.952,0.973005467,0.02699432,0,3.264666667,0,21862.07333,12843.50667,46.4958,48.187,47.4916,46.47886667,46.5,1459.462,40.49,0,1786468877,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.95704525,2.794714331,0.360869582,0,1.5110205,-0.558250376,0.055881395,0,0,2,0/2,3.01951,2.75934,0.0456676,0.0436774,0.129408,0.121513,33474.6,24100.8,33232.2,25502.1,36990.4,30297.3,48594.3,39882.7,1.74872,2.57453,0.214063,0,33.0577,999.9,55.079,37.514,35.1471,29.1174,-100,3,0.589103,0,20.2473,5.20471,11.9616,4.9698,3.29443,150.3,9999,7167.5,9999,4.97375,1.87303,1.87098,1.87241,1.87287,1.87364,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,6.5,90.2,0.152588,4.99756,2.64526,2.69531,2.8479,2.28027,39.4666,14.3247,2,394.36,1205.94,34.478,34.8699,29.9997,34.8281,34.7396,-1,40,10,-999.9,400,20,100.94,93.5695
81,1786469000,10606.1,20260812 01:23:20,01:23:20,15,,1786468992,0.000960456,0.960455995,0.575933764,166.0547461,128.341465,13.05288614,16.88849113,0.030752208,1.389952596,0.030379167,0.019020118,287.42084,38.49198517,36.27591333,6.059928041,50.89993139,2.987502422,5.86936434,3.072425619,-42.35610938,-43.54579991,-7.387059027,194.1318717,0.708851411,0.937829062,0.575933764,171.6253359,171.1001879,-0.050635373,60.80299541,0.960455995,28.15292052,29.39806242,0.001857425,69.65,38,9,1.003026743,0.302674269,25185.5015,1499.952,1261.17466,0.840810013,0.191620025,6,0.5,0: Broadleaf,2,TRUE,1786468992,166.0684667,167.2310667,29.37438,28.15112667,178.2415333,28.72644667,445.1004,101.6044,0.099956733,35.6948,36.27591333,999.9,0,0,4997.166667,0,196.7893333,-1.162634387,171.0942667,172.0753333,1.223258,167.2310667,28.15112667,2.984565333,2.860276667,23.94205333,23.23613333,1499.952,0.973001733,0.026998133,0,2.818,0,21696.13333,12843.48,46.312,48,47.3288,46.25413333,46.25,1459.452667,40.49933333,0,1786468997,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-1.31608429,5.818721856,0.677839807,0,1.2457865,-0.347370677,0.047560332,0,0,2,0/2,3.01834,2.75937,0.0460086,0.0436095,0.129475,0.122563,33470.2,24105,33239.2,25504.2,36991.6,30264,48603.7,39886.4,1.7475,2.57812,0.221767,0,32.6943,999.9,55.775,37.474,35.5138,29.2974,-100,3,0.57986,0,20.2468,5.20381,11.9607,4.96925,3.29448,150.3,9999,7167.5,9999,4.97372,1.87303,1.87094,1.87238,1.87287,1.87363,1.8733,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,8.5,92.2,0.152588,4.99756,2.64526,2.69531,2.8479,2.27539,39.3169,14.3334,2,393.192,1209.71,34.2162,34.7564,29.9999,34.7457,34.6692,-1,40,10,-999.9,400,20,100.961,93.5777
82,1786469120,10726.1,20260812 01:25:20,01:25:20,15,,1786469112,0.000928925,0.928924643,0.651795324,164.3793054,121.7948109,12.38652368,16.71736377,0.02978337,1.391857833,0.029433792,0.018427186,287.4243,38.51176039,36.28932,6.064387143,51.0544301,2.997757293,5.871688876,3.06662985,-40.96557677,-44.07222441,-7.466873666,194.9196252,-0.188804814,0.792581757,0.651795324,168.7462928,168.4577333,-0.114107915,60.81455127,0.928924643,28.40295506,29.55717333,0.010551976,69.65,38,9,1.00302023,0.302023006,25239.64597,1499.97,1261.1898,0.840810016,0.191620032,6,0.5,0: Broadleaf,2,TRUE,1786469112,164.3948,164.3164,29.47649333,28.43887333,176.5679333,28.82856667,443.4182,101.5999333,0.09999612,35.70198667,36.28932,999.9,0,0,5006.75,0,33.67228,0.0784575,169.3877333,169.1261333,1.037627133,164.3164,28.43887333,2.994811333,2.889388667,23.99905333,23.40380667,1499.97,0.972999667,0.027000293,0,2.799,0,21521.65333,12843.63333,46.25,47.90393333,47.25,46.312,46.187,1459.47,40.5,0,1786469117,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.194127925,3.427573195,0.666558275,0,1.04134135,0.385470541,0.090970368,0,0,2,0/2,3.01634,2.7595,0.0454098,0.043184,0.130018,0.122693,33492.4,24115.1,33240.2,25503.3,36967.4,30258.6,48604.7,39885.3,1.74448,2.58013,0.226118,0,32.6545,999.9,56.123,37.414,35.6207,28.8774,-100,3,0.576532,0,20.2467,5.20411,11.9581,4.96805,3.2942,150.4,9999,7167.5,9999,4.97375,1.87302,1.87091,1.8724,1.87288,1.87364,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,10.5,94.2,0.152588,4.99756,2.64526,2.69409,2.8479,2.25586,39.2173,14.2896,2,391.255,1211.66,34.0855,34.7073,30.0002,34.6982,34.6224,-1,40,10,-999.9,400,20,100.963,93.5749
