obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccH2O_des,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
69,1784739519,8622.1,20260723 00:58:39,00:58:39,15,,1784739511,0.002156175,2.156174642,2.669364042,429.4977755,323.5058999,32.71487438,43.43341427,0.053515694,1.3832221,0.052391496,0.032843723,287.43418,37.89475187,36.09212,5.999084265,34.11595728,2.001876488,5.867859641,3.997207776,-95.08730169,-29.97606389,-5.105172306,157.2656421,2.090114657,2.112638485,2.669364042,439.8644284,437.3137636,-0.212337781,60.8117891,2.156174642,16.82955273,19.76092788,-0.007462801,69.65,47,11,1.003771811,0.377181056,25015.71823,1500.022,1261.23348,0.840809988,0.191619976,6,0.5,0: Broadleaf,2,TRUE,1784739511,429.5618,433.6426,19.79585333,16.98018667,442.8308667,19.95089333,439.5858,101.0260667,0.099985073,35.69014667,36.09212,999.9,0,0,4992.541333,0,38.73074667,-4.080953333,438.2369333,441.133,2.815673333,433.6426,16.98018667,1.999896667,1.71544,17.44352,15.03641333,1500.022,0.972999333,0.02700044,0,2.007853333,0,15367.80667,12844.06667,45.979,47.812,46.92873333,46.4664,46.062,1459.522,40.5,0,1784739516,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-2.812782,-19.10257823,2.890631874,0,2.855622381,0.007383896,0.132519907,1,1,2,1/2,3.01372,2.75952,0.0976067,0.0964492,0.0971669,0.0843275,31786.5,22911.9,33363.8,25651.4,38527.1,31789.7,48775.1,40107,1.73843,2.59882,0.211991,0,32.6781,999.9,52.753,36.195,31.5027,29.0137,-100,3,0.437066,0,20.2439,5.20172,11.956,4.96845,3.29405,123.8,9999,9999,7159.6,4.97372,1.87303,1.87088,1.87239,1.87286,1.87366,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.263,-0.1677,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,62.8,62.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.27661,38.8457,14.9989,2,378.286,1205.52,33.7286,33.1718,30.0001,33.0667,32.9759,-1,40,10,-999.9,400,20,101.326,94.104
70,1784739639,8742.1,20260723 01:00:39,01:00:39,15,,1784739631,0.001925029,1.925029364,3.524563318,405.2094389,260.8453198,26.37793023,40.97672259,0.046911354,1.384704188,0.046045997,0.028855167,287.43152,37.89216288,35.87222,5.926985394,31.94059769,1.862113376,5.82992652,4.064872018,-84.89379494,-22.37524672,-3.800374363,176.362104,6.810091052,1.957532045,3.524563318,427.1582689,417.1464667,0.94381824,60.80202036,1.925029364,16.27713799,18.61256242,0.038455517,69.65,47,11,1.003763959,0.376395944,25067.70166,1500.008,1261.22172,0.840809996,0.191619991,6,0.5,0: Broadleaf,2,TRUE,1784739631,405.2938,415.6222,18.41401333,15.80511333,418.3645333,18.84622667,440.219,101.0248,0.099997827,35.57249333,35.87222,999.9,0,0,4999.917333,0,56.84168,-10.328268,412.8969333,422.2994667,2.608892,415.6222,15.80511333,1.860268667,1.596706667,16.30252667,13.92305333,1500.008,0.972998,0.0270018,0,1.9827,0,15262.08667,12843.95333,45.9412,47.812,46.937,46.3204,46,1459.508,40.5,0,1784739636,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-7.847228429,-60.17180868,6.345992423,0,2.766710952,-3.553451688,0.37221514,0,0,2,0/2,3.01409,2.75948,0.0945262,0.0971282,0.0938721,0.0837033,31894.1,22894.2,33362.9,25650.9,38671.4,31811.2,48773.9,40106.2,1.73888,2.59748,0.217214,0,32.3662,999.9,50.714,36.205,30.3028,29.1037,-100,3,0.437599,0,20.2439,5.20426,11.956,4.969,3.29402,123.8,9999,9999,7159.6,4.97372,1.87302,1.87088,1.87241,1.87286,1.87365,1.87331,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.116,-0.3816,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,64.8,64.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.25708,38.8457,14.9901,2,378.541,1203.75,33.7234,33.1688,30.0002,33.0697,32.9839,-1,40,10,-999.9,400,20,101.323,94.1021
71,1784739759,8862.1,20260723 01:02:39,01:02:39,15,,1784739751,0.00220908,2.209079987,2.71227586,426.211883,324.034635,32.76763353,43.10019141,0.056522886,1.38488893,0.05527186,0.034655006,287.4344333,37.80497304,35.91978667,5.942517,35.23805917,2.060781599,5.848169984,3.881735401,-97.42042743,-21.69880655,-3.686857712,164.6283416,5.279123594,2.099147029,2.71227586,441.7128075,436.9195697,0.188890727,60.80202036,2.209079987,17.65123249,20.49769758,0.016847435,69.65,48,11,1.003844241,0.384424108,25068.41927,1500.023333,1261.2346,0.840809987,0.191619975,6,0.5,0: Broadleaf,2,TRUE,1784739751,426.2768,434.6705333,20.37878667,17.58484667,439.5192667,20.41188667,439.8799333,101.0238667,0.09999478,35.62916,35.91978667,999.9,0,0,5000.875333,0,57.14732667,-8.393934,435.1446667,442.4512,2.793928667,434.6705333,17.58484667,2.058743333,1.776489333,17.90341333,15.58132667,1500.023333,0.972997667,0.027002167,0,2.03966,0,15192.60667,12844.09333,45.937,47.75,46.937,46.2996,46,1459.523333,40.5,0,1784739756,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-8.622385238,1.124813766,1.79954973,0,2.799990952,-0.032350909,0.031098882,1,1,2,1/2,3.01405,2.75961,0.0975241,0.100397,0.0995047,0.0878376,31788.6,22810.6,33362.8,25650,38422.7,31665.6,48774.2,40105.4,1.73845,2.59765,0.220194,0,32.3691,999.9,53.138,36.205,31.7545,28.9237,-100,3,0.436679,0,20.2439,5.20306,11.956,4.9691,3.29405,123.9,9999,9999,7159.6,4.97373,1.87303,1.87088,1.87237,1.87286,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.26,-0.0059,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,66.8,66.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.22534,38.8211,14.9463,2,378.335,1203.96,33.7414,33.1718,30,33.0727,32.9817,-1,40,10,-999.9,400,20,101.323,94.0997
72,1784739879,8982.1,20260723 01:04:39,01:04:39,15,,1784739871,0.002179296,2.179296315,3.106483881,467.0703917,351.3574127,35.53055533,47.23187784,0.056353986,1.384963503,0.055110402,0.034553447,287.4236667,37.80272195,35.9137,5.940527594,35.95394874,2.100664497,5.84265309,3.839863097,-96.1069675,-22.52379152,-3.826394018,164.9665136,0.496644919,2.14531637,3.106483881,475.515508,473.8566667,-0.488344016,60.80202036,2.179296315,17.87818196,20.78732424,0.000460418,69.65,48,11,1.003843698,0.384369792,25071.94817,1499.966667,1261.187,0.840810018,0.191620036,6,0.5,0: Broadleaf,2,TRUE,1784739871,467.1447333,469.1874,20.77322,17.91778,480.7155333,20.72228,439.6948,101.0237333,0.099948833,35.61204,35.9137,999.9,0,0,5001.25,0,52.75004667,-2.042746453,477.0546,477.7476,2.85544,469.1874,17.91778,2.098586,1.81012,18.20844667,15.87441333,1499.966667,0.972996667,0.02700318,0,2.064426667,0,15109.78667,12843.58667,45.937,47.7996,46.9246,46.3498,46,1459.466667,40.5,0,1784739876,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-5.031542705,46.88215716,5.594266258,0,2.786445238,1.182780779,0.12773647,0,0,2,0/2,3.01307,2.75944,0.103376,0.101629,0.100326,0.0885244,31583.3,22779.6,33363.5,25650.1,38388.8,31642.3,48775.9,40106.1,1.7363,2.5988,0.217356,0,32.3964,999.9,53.229,36.205,31.8055,28.9837,-100,3,0.435495,0,20.2437,5.20471,11.956,4.96895,3.2942,123.9,9999,9999,7159.6,4.97374,1.87302,1.87088,1.87239,1.87286,1.87364,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.544,0.0524,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,68.8,68.6,0.153809,4.99756,2.64526,2.7417,2.8479,2.27539,38.8211,14.9463,2,377.135,1205.37,33.7566,33.157,30,33.0609,32.97,-1,40,10,-999.9,400,20,101.326,94.1009
73,1784739999,9102.1,20260723 01:06:39,01:06:39,15,,1784739991,0.002054727,2.054727111,2.180248693,470.3830123,375.4511103,37.96645367,47.56617934,0.052314408,1.384932043,0.051240866,0.03212016,287.4362067,37.92528335,36.02796667,5.977971953,35.56333932,2.084686689,5.861898035,3.893285264,-90.6134656,-26.60045697,-4.522869947,165.6994141,8.956490891,1.928992143,2.180248693,489.8908484,486.0782121,0.1436734,60.80202036,2.054727111,18.01833275,20.69865333,0.010634262,69.65,48,11,1.003844574,0.38445736,25066.25936,1500.032667,1261.24244,0.840809982,0.191619965,6,0.5,0: Broadleaf,2,TRUE,1784739991,470.4352,483.8525333,20.61551333,18.04683333,484.0318,20.59833333,439.5652,101.0222667,0.09996372,35.6717,36.02796667,999.9,0,0,5001.167333,0,53.37517333,-13.417462,480.3379333,492.7456,2.568702667,483.8525333,18.04683333,2.082626,1.823129333,18.08685333,15.98638,1500.032667,0.972998,0.0270018,0,2.001873333,0,15009.12667,12844.14667,45.92046667,47.7458,46.875,46.31206667,45.9958,1459.532667,40.5,0,1784739996,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-15.49763,83.58193325,10.55985568,0,2.599315714,0.014899481,0.114084042,1,1,2,1/2,3.01336,2.75944,0.105158,0.101945,0.100061,0.0884221,31523.7,22773.8,33366.8,25652.4,38404.2,31649.1,48780.3,40109.7,1.73685,2.59907,0.222921,0,32.4409,999.9,52.948,36.205,31.6399,29.2837,-100,3,0.431905,0,20.244,5.20426,11.956,4.9696,3.29408,123.9,9999,9999,7159.6,4.97372,1.87302,1.87088,1.87238,1.87286,1.87363,1.87329,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.632,0.0328,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,70.8,70.6,0.153809,4.99756,2.64526,2.7417,2.8479,2.25586,38.7964,14.9288,2,377.249,1205.23,33.7695,33.1245,30.0001,33.0314,32.9437,-1,40,10,-999.9,400,20,101.336,94.1094
74,1784740119,9222.1,20260723 01:08:39,01:08:39,15,,1784740111,0.001909361,1.909361074,3.257639444,452.7102566,317.4951872,32.10553736,45.77866576,0.048026992,1.384702922,0.047120413,0.029530285,287.4267067,38.0505609,36.11564,6.006840704,35.26340031,2.073015692,5.878660804,3.933825011,-84.20282336,-29.27208532,-4.981323622,168.9704744,-1.903332912,2.065611932,3.257639444,457.2290223,456.6117455,-0.718617033,60.80202036,1.909361074,17.83807426,20.4417103,-0.007687665,69.65,48,11,1.003846225,0.384622533,25055.53612,1499.982667,1261.20044,0.840810009,0.191620019,6,0.5,0: Broadleaf,2,TRUE,1784740111,452.7882667,451.4754667,20.50028,17.74645333,466.2446667,20.50764,439.1021333,101.0213333,0.100002193,35.72352667,36.11564,999.9,0,0,5000.082667,0,53.42042,1.312727133,462.2648667,459.6327333,2.753815333,451.4754667,17.74645333,2.070964,1.79277,17.99755333,15.7234,1499.982667,0.972996667,0.02700318,0,2.034593333,0,14908.55333,12843.73333,45.93286667,47.6912,46.875,46.3624,46,1459.482667,40.5,0,1784740116,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-4.915899667,81.31251312,11.15984209,0,2.634817619,1.047582078,0.246434296,0,0,2,0/2,3.01301,2.75944,0.100666,0.0997149,0.0993959,0.0893701,31685,22831.9,33369.8,25654.1,38435.7,31617.5,48784.4,40112.1,1.7365,2.60152,0.218153,0,32.6026,999.9,52.271,36.225,31.2666,28.6837,-100,3,0.429157,0,20.2439,5.20426,11.956,4.96945,3.29408,124,9999,9999,7159.6,4.97375,1.87302,1.87088,1.87238,1.87286,1.87363,1.8733,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.412,-0.0148,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,72.8,72.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.20093,38.7964,14.885,2,376.891,1208.19,33.7979,33.092,29.9999,33.0019,32.9174,-1,40,10,-999.9,400,20,101.345,94.1151
75,1784740240,9343,20260723 01:10:40,01:10:40,15,,1784740232,0.002114935,2.114935361,2.876165258,407.4708533,295.1585415,29.84654353,41.20360705,0.052486992,1.384777314,0.051406316,0.032224189,287.4316467,37.99575859,36.11798,6.007612866,34.13863012,2.012340705,5.894614688,3.995272161,-93.26864942,-25.77477469,-4.387037007,164.0011855,2.47131966,1.994349167,2.876165258,419.8273661,415.5752182,0.048748308,60.80202036,2.114935361,17.31416147,20.02698606,0.017839234,69.65,48,11,1.003846507,0.384650695,25053.7087,1500.008667,1261.22228,0.840809995,0.191619991,6,0.5,0: Broadleaf,2,TRUE,1784740232,407.5397333,412.0012667,19.90044667,17.24772,420.6288,20.03378667,440.3813333,101.0203333,0.10004548,35.77273333,36.11798,999.9,0,0,5000.499333,0,56.78996667,-4.461708667,415.8143333,419.2319333,2.652724,412.0012667,17.24772,2.010350667,1.742371333,17.52598,15.27894,1500.008667,0.972998,0.0270018,0,2.015213333,0,14802.48,12843.94667,46,47.812,46.937,46.40806667,46.062,1459.508667,40.5,0,1784740237,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-5.24943619,8.264044675,2.49342869,0,2.663240952,-0.117533766,0.057922744,0,0,2,0/2,3.01441,2.75944,0.0939782,0.0936907,0.0981297,0.0871779,31918.2,22983.4,33367.4,25652.8,38487.4,31692.1,48780.4,40110.3,1.73953,2.60098,0.219069,0,32.5881,999.9,50.403,36.225,30.1489,28.8737,-100,3,0.431367,0,20.2437,5.20486,11.956,4.9694,3.29405,124,9999,9999,7159.6,4.97371,1.87302,1.87088,1.87238,1.87286,1.87364,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.088,-0.1028,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,74.8,74.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.25952,38.7964,14.8938,2,378.507,1207.51,33.8383,33.1025,30.0004,33.0065,32.9225,-1,40,10,-999.9,400,20,101.337,94.1107
76,1784741499,10602,20260723 01:31:39,01:31:39,15,,1784741491,0.001616819,1.616819371,5.898669602,474.509636,255.2185492,25.8069722,47.98106183,0.048123607,1.385293018,0.047213794,0.029588931,287.43,37.55592678,35.3364,5.754448927,42.86509171,2.431897782,5.673375898,3.322551145,-71.30173428,-19.16482671,-3.237476706,193.7259623,7.155361842,1.662120795,5.898669602,499.0309068,488.037,0.495255805,60.79516241,1.616819371,21.88431323,24.04926606,0.000193591,69.65,43,10,1.003434647,0.343464719,25124.96184,1500,1261.215,0.84081,0.19162,6,0.5,0: Broadleaf,2,TRUE,1784741491,474.6505,485.5226875,24.0503,21.83125,488.7401875,24.0806,437.0673125,101.017125,0.100024544,35.0797875,35.3364,999.9,0,0,5003.20375,0,25.43766875,-10.87222813,486.3473125,496.359375,2.219045625,485.5226875,21.83125,2.4294875,2.205326875,20.56168125,19.00095,1500,0.973001875,0.026997763,0,1.9980375,0,21402.89375,12843.9125,45.375,47.16375,46.312,45.8709375,45.4409375,1459.5,40.5,0,1784741496,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-8.197977619,-47.49151481,6.597858949,0,2.276722381,-0.811816364,0.088137044,0,0,2,0/2,3.01127,2.75936,0.106038,0.108364,0.112981,0.103473,31530.4,22626.3,33403.2,25666.5,37858.2,31141.7,48831.4,40133.5,1.749,2.61818,0.240162,0,31.4712,999.9,54.828,36.034,32.4575,29.3138,-100,3,0.384202,0,20.2438,5.20441,11.956,4.96905,3.294,124.3,9999,9999,7159.6,4.97371,1.87302,1.87088,1.87235,1.87286,1.87365,1.87329,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.123,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,2.1,2.3,0.152588,4.99756,2.64526,2.74048,2.8479,2.26929,37.9406,14.6661,2,380.269,1221.36,33.283,32.5196,30,32.468,32.3938,-1,40,10,-999.9,400,20,101.444,94.1635
77,1784741619,10722,20260723 01:33:39,01:33:39,15,,1784741611,0.00140363,1.403630113,5.056911812,509.7294652,292.8031788,29.60849414,51.54425559,0.042050664,1.385600984,0.04135435,0.025908069,287.4308856,37.69939213,35.43986,5.787419279,43.90294171,2.495796379,5.684804439,3.2916229,-61.900088,-24.18105641,-4.086730895,197.2630103,3.221886361,1.39063251,5.056911812,529.3306003,521.7413758,0.088071528,60.79516241,1.403630113,22.82557442,24.70114545,0.000675844,69.65,43,10,1.003433863,0.343386333,25130.6776,1500.004667,1261.218919,0.840809997,0.191619994,6,0.5,0: Broadleaf,2,TRUE,1784741611,509.8502,515.2328667,24.68133333,22.82542,524.2149333,24.71163333,436.9442,101.0208,0.100008407,35.11615333,35.43986,999.9,0,0,5004.542,0,23.84764667,-5.3824836,522.7525333,527.2679333,1.855920667,515.2328667,22.82542,2.493324667,2.305839333,20.98299333,19.71722667,1500.004667,0.973002733,0.026996907,0,1.921933333,0,20979.04667,12843.92667,45.375,47.2458,46.312,45.92046667,45.437,1459.505333,40.5,0,1784741616,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-5.022829238,-15.99336156,2.975541719,0,1.838078095,0.333481558,0.057914096,0,0,2,0/2,3.01111,2.75946,0.110844,0.109947,0.115352,0.105869,31362.8,22585.1,33405,25665,37753.1,31056.1,48833.6,40131.9,1.74912,2.61478,0.243969,0,31.5053,999.9,56.348,35.973,33.2455,28.8937,-100,3,0.381913,0,20.2441,5.20022,11.956,4.9692,3.29402,124.4,9999,9999,7159.6,4.97372,1.87302,1.87087,1.87234,1.87286,1.87367,1.87329,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.36,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,4.1,4.3,0.153809,4.99756,2.64526,2.74048,2.8479,2.28271,37.8437,14.6399,2,380.065,1215.52,33.2386,32.4857,30.0001,32.4235,32.3467,-1,40,10,-999.9,400,20,101.449,94.1591
78,1784741739,10842,20260723 01:35:39,01:35:39,15,,1784741731,0.001828584,1.828583901,3.384273055,462.9277618,338.8178466,34.26053195,46.81025965,0.054063425,1.38525905,0.052918011,0.033174647,287.42484,37.51107584,35.48138667,5.800698976,43.01967685,2.449103971,5.692985513,3.351595005,-80.64055004,-25.33515082,-4.284243403,177.1648957,-7.497283813,2.00968176,3.384273055,456.1099201,461.6695515,-1.879784943,60.79516241,1.828583901,21.33763357,24.00089152,-0.03375468,69.65,42,10,1.003355319,0.335531928,25118.87536,1499.976,1261.19454,0.840809813,0.191619626,6,0.5,0: Broadleaf,2,TRUE,1784741731,463.0086,454.024,24.22029333,21.53621333,477.0061333,24.25059333,436.8616667,101.0178667,0.09998262,35.14214667,35.48138667,999.9,0,0,5002.999333,0,26.66043333,8.984730667,474.5020667,464.0188667,2.684069333,454.024,21.53621333,2.446681333,2.175542,20.67590667,18.7825,1499.976,0.9730034,0.026996213,0,1.995513333,0,20632.48,12843.69333,45.43286667,47.3162,46.375,46.0372,45.5,1459.486,40.49,0,1784741736,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,8.28685,7.259070677,2.953805148,0,2.58129,1.81580391,0.225520233,0,0,2,0/2,3.01054,2.75944,0.101307,0.09995,0.11272,0.10148,31697,22840.1,33402.8,25666.7,37867.8,31211.1,48830.8,40133.5,1.74907,2.61815,0.235908,0,31.66,999.9,54.023,35.913,31.7675,29.1637,-100,3,0.382424,0,20.244,5.20441,11.956,4.96935,3.29408,124.4,9999,9999,7159.6,4.97372,1.87301,1.87087,1.8723,1.87286,1.87365,1.87324,1.87766,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.889,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,6.1,6.3,0.153809,4.99756,2.64526,2.74048,2.8479,2.25098,37.7711,14.6224,2,379.934,1219.92,33.2428,32.4857,30,32.4062,32.3258,-1,40,10,-999.9,400,20,101.443,94.1639
79,1784741859,10962.1,20260723 01:37:39,01:37:39,15,,1784741851,0.001735859,1.735858509,3.483751553,463.5900725,332.1093506,33.5810928,46.87570892,0.051698929,1.384966354,0.050650251,0.031748855,287.425125,37.55193706,35.505175,5.808318102,43.66730638,2.485086997,5.690955552,3.323231104,-76.55136023,-27.58733344,-4.666473518,178.6199578,-13.57601503,1.926764382,3.483751553,447.3539806,455.3138848,-2.342309795,60.79516241,1.735858509,21.76325664,24.32129636,-0.036626693,69.65,42,10,1.003356356,0.335635585,25111.14368,1499.9775,1261.1958,0.840809812,0.191619624,6,0.5,0: Broadleaf,2,TRUE,1784741851,463.6733125,446.30475,24.57694375,22.00274375,477.675625,24.60724375,436.5546875,101.0145625,0.10000335,35.1357,35.505175,999.9,0,0,5001.718125,0,28.0068125,17.36850313,475.358,456.34875,2.574203125,446.30475,22.00274375,2.48263,2.222595625,20.9127875,19.1249375,1499.9775,0.973003125,0.026996444,0,1.99885,0,20390.66875,12843.6875,45.437,47.375,46.375,46.117,45.531,1459.4875,40.49,0,1784741856,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,13.09631776,55.0989194,10.04483192,0,2.349638095,3.623004935,0.410219422,0,0,2,0/2,3.01068,2.75958,0.100205,0.099106,0.113885,0.102886,31734.1,22859.5,33400.9,25664.4,37813.3,31158.9,48828.5,40130.7,1.7489,2.61997,0.230484,0,31.7626,999.9,54.584,35.873,32.0301,28.9047,-100,3,0.383392,0,20.244,5.20471,11.956,4.9685,3.29408,124.4,9999,9999,7159.6,4.97368,1.87302,1.87087,1.87234,1.87286,1.87366,1.87327,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.836,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,8.1,8.3,0.153809,4.99756,2.64526,2.74048,2.8479,2.24365,37.747,14.5873,2,379.825,1222.42,33.2205,32.4915,30.0003,32.4033,32.3199,-1,40,10,-999.9,400,20,101.437,94.1566
