obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
68,1784653085,8362,20260722 00:58:05,00:58:05,15,,1784653077,0.002431645,2.431644934,3.202793667,437.4832278,324.8461829,32.81350944,44.19125352,0.05986644,1.384016039,0.058464145,0.036663346,287.4269933,38.43613747,36.65518667,6.18718071,35.44382352,2.159440157,6.092571124,4.027740553,-107.2355416,-20.99120969,-3.59460139,155.6056407,0.167117791,2.447049183,3.202793667,446.7256477,443.9923636,-0.311962238,60.78950786,2.431644934,18.18381623,21.39380909,0.000940965,69.65,41,9,1.003292449,0.329244865,24987.47573,1499.987333,1261.20406,0.840809807,0.191619614,6,0.5,0: Broadleaf,2,TRUE,1784653077,437.5601333,439.2322,21.37796,18.15260667,451.3002667,20.99956667,443.9896667,100.9124667,0.099985273,36.37386,36.65518667,999.9,0,0,5002.083333,0,79.64058667,-1.671842913,447.1186,447.3527333,3.225342667,439.2322,18.15260667,2.157301333,1.831822667,18.64869333,16.06098,1499.987333,0.973004,0.0269958,0,1.846353333,0,12960.32667,12843.80667,47,48.9454,47.9454,47.625,47.062,1459.497333,40.49,0,1784653083,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-0.833967935,-25.01475609,2.646783705,0,3.2547135,-0.578649474,0.066961662,0,0,2,0/2,3.01721,2.75939,0.0983167,0.0980548,0.101075,0.0897544,31706.3,22834.9,33310.1,25614.8,38301.2,31547.2,48699.2,40051.4,1.74785,2.57075,0.231456,0,32.9235,999.9,55.476,37.706,36.0163,29.1074,-100,3,0.516197,0,20.244,5.20396,11.956,4.96925,3.2941,7158.8,9999,9999,118.3,4.97383,1.87305,1.87101,1.87241,1.87289,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.717,0.3831,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,138.6,138.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.26562,40.3237,14.6574,2,388.797,1183.94,34.5269,34.0808,30.0002,33.9843,33.8912,-1,40,10,-999.9,400,20,101.166,93.9721
69,1784653205,8482,20260722 01:00:05,01:00:05,15,,1784653197,0.002392224,2.392224217,3.303043278,426.670918,310.5668026,31.36816361,43.09502191,0.058835695,1.383001199,0.057479713,0.036044047,287.42902,38.50287367,36.72221333,6.209908906,35.70685754,2.180916324,6.107836069,4.028992582,-105.497088,-22.56991824,-3.86989304,155.4921208,4.206788948,2.494472555,3.303043278,443.08874,437.3045939,0.231091111,60.78950786,2.392224217,18.36682142,21.54807697,-0.003230874,69.65,41,9,1.003296719,0.32967192,24955.21338,1499.998,1261.21302,0.840809801,0.191619602,6,0.5,0: Broadleaf,2,TRUE,1784653197,426.7503333,433.8512667,21.5926,18.3073,440.4027333,21.16731333,444.2359333,100.9029333,0.100017853,36.41950667,36.72221333,999.9,0,0,4997.542667,0,82.53716667,-7.100795333,436.1684667,441.9420667,3.285308667,433.8512667,18.3073,2.178754,1.847259333,18.80693333,16.19246667,1499.998,0.973004667,0.026995113,0,2.011053333,0,12908.98,12843.87333,47.062,49.062,48.0372,47.6954,47.1208,1459.508,40.49,0,1784653203,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-6.513748,-14.89111308,1.485558403,0,3.2603105,-0.11786391,0.100257252,0,0,2,0/2,3.01791,2.75956,0.0972448,0.0973947,0.101518,0.0905224,31740,22848.8,33306.1,25611.8,38277.8,31516.8,48693.9,40047.5,1.7487,2.57023,0.233516,0,32.9381,999.9,55.616,37.776,36.2495,29.0474,-100,3,0.520457,0,20.2441,5.20486,11.956,4.9696,3.29415,7158.8,9999,9999,118.3,4.97381,1.87306,1.871,1.87241,1.87291,1.87364,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.665,0.4172,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,140.6,140.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.27417,40.4,14.6399,2,389.478,1183.92,34.5547,34.1239,30.0003,34.0211,33.9284,-1,40,10,-999.9,400,20,101.155,93.9622
70,1784653325,8602,20260722 01:02:05,01:02:05,15,,1784653317,0.002470256,2.470256396,3.751633975,461.4597056,336.8600625,34.02434629,46.60945767,0.062134483,1.383462773,0.060624778,0.038023072,287.42864,38.48893808,36.7571,6.221767351,37.26542739,2.279373554,6.116590399,3.942393797,-108.9383071,-23.23032042,-3.982975745,151.2770368,10.81085874,2.360314122,3.751633975,488.7264516,479.3817576,0.77866136,60.78950786,2.470256396,19.37587606,22.61627818,0.003343742,69.65,41,9,1.003295262,0.329526203,24966.21233,1499.996,1261.21134,0.840809802,0.191619604,6,0.5,0: Broadleaf,2,TRUE,1784653317,461.5498667,477.5748,22.56707333,19.46156667,475.4820667,21.92440667,444.236,100.9044,0.099993453,36.44564,36.7571,999.9,0,0,4999.75,0,109.1017533,-16.02488,472.2063333,487.0536667,3.105502,477.5748,19.46156667,2.27712,1.96376,19.5154,17.155,1499.996,0.973004667,0.026995113,0,1.95358,0,12853.12,12843.86667,47.125,49.16633333,48.083,47.8372,47.187,1459.506,40.49,0,1784653323,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-19.19744333,50.80895844,5.857542884,0,3.01929619,1.266296104,0.132382623,0,0,2,0/2,3.01786,2.75946,0.10389,0.102704,0.104573,0.0931105,31501.4,22710.5,33301.1,25607.5,38141.3,31422.3,48687.5,40041.8,1.74797,2.57212,0.225253,0,33.1123,999.9,57.111,37.837,37.3459,29.1074,-100,3,0.525727,0,20.2439,5.20486,11.956,4.9678,3.29417,7158.8,9999,9999,118.4,4.97378,1.87305,1.87101,1.87241,1.87289,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.99,0.6522,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,142.6,142.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.25586,40.4765,14.6399,2,389.401,1187.51,34.5966,34.1792,30.0001,34.0734,33.9749,-1,40,10,-999.9,400,20,101.14,93.948
71,1784653445,8722,20260722 01:04:05,01:04:05,15,,1784653437,0.002373695,2.373694956,2.993555351,433.218419,323.2817699,32.65240573,43.75632933,0.057757466,1.383954116,0.056451012,0.035396801,287.4258533,38.58979012,36.82212,6.243920999,35.43733976,2.173851705,6.134353539,4.070069294,-104.6799476,-24.14087534,-4.139991229,154.4650392,0.197177525,2.468624983,2.993555351,442.1314724,439.9598606,-0.362108197,60.78950786,2.373694956,18.28623288,21.46434242,-0.007788387,69.65,41,9,1.003293965,0.329396512,24976.00978,1499.981333,1261.19902,0.84080981,0.19161962,6,0.5,0: Broadleaf,2,TRUE,1784653437,433.2903333,434.9967333,21.52266,18.27823333,446.9957333,21.11269333,445.2044667,100.9029333,0.09999592,36.49856667,36.82212,999.9,0,0,5002.25,0,128.1782,-1.706481667,442.8210667,443.0958667,3.244424,434.9967333,18.27823333,2.171698667,1.844329333,18.75503333,16.16761333,1499.981333,0.973004333,0.026995447,0,1.96442,0,12821.98,12843.72667,47.125,49.062,48.083,47.812,47.187,1459.491333,40.49,0,1784653443,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-1.81211975,-0.321172466,0.791934577,0,3.289513,-0.830967519,0.089537123,0,0,2,0/2,3.01849,2.75943,0.0975555,0.0963819,0.101224,0.0896692,31725.1,22872.4,33302.3,25609.9,38287.4,31543.8,48689.2,40044.9,1.7494,2.57023,0.227794,0,33.1558,999.9,55.237,37.907,36.2603,28.7774,-100,3,0.525373,0,20.2442,5.20037,11.956,4.96915,3.29445,7158.8,9999,9999,118.4,4.97383,1.87305,1.87102,1.87241,1.87291,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.68,0.3967,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,144.6,144.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.27539,40.5275,14.6224,2,390.266,1185.19,34.6242,34.1892,30.0002,34.0888,33.9932,-1,40,10,-999.9,400,20,101.144,93.9558
72,1784653565,8842,20260722 01:06:05,01:06:05,15,,1784653557,0.002347025,2.347025158,3.189090231,448.969399,331.242216,33.45626582,45.34699634,0.05687478,1.383611403,0.055607175,0.03486602,287.42978,38.7086185,36.97308667,6.295622744,35.85427819,2.212134155,6.169791352,4.083488589,-103.5038095,-27.54927932,-4.731545544,151.6451457,5.308016328,2.272741817,3.189090231,467.5364104,461.3849091,0.329046643,60.78950786,2.347025158,18.91125023,21.96361939,0.007566686,69.65,41,9,1.00329638,0.329637965,24957.77542,1500.002,1261.21638,0.840809799,0.191619598,6,0.5,0: Broadleaf,2,TRUE,1784653557,449.0460667,457.5659333,21.90179333,18.91093333,462.8784667,21.40832667,444.4536,100.9024,0.1000212,36.60376,36.97308667,999.9,0,0,5000.583333,0,152.0651333,-8.519851333,459.1011333,466.3857333,2.990864,457.5659333,18.91093333,2.209945333,1.908158667,19.03456,16.70216,1500.002,0.973005,0.02699476,0,1.94888,0,12763,12843.92,47.14566667,49.062,48.125,47.75,47.187,1459.512,40.49,0,1784653563,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-9.011605714,6.888954545,1.133749387,0,3.004622381,-0.089932208,0.044310468,1,1,2,1/2,3.01796,2.75952,0.10105,0.100884,0.102697,0.09206,31600,22755.7,33300,25606.8,38222,31457.8,48686.4,40041,1.7479,2.5716,0.231773,0,33.2412,999.9,56.135,37.978,36.9923,28.9874,-100,3,0.527985,0,20.2439,5.20456,11.956,4.96925,3.2941,7158.8,9999,9999,118.4,4.97385,1.87304,1.871,1.87241,1.87289,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.852,0.5079,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,146.6,146.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.23877,40.5531,14.5698,2,389.612,1187.67,34.6722,34.2149,30.0003,34.1152,34.0207,-1,40,10,-999.9,400,20,101.138,93.9458
73,1784653685,8962,20260722 01:08:05,01:08:05,15,,1784653677,0.002259174,2.259174128,3.233422729,457.6634643,334.2876691,33.76563492,46.22754256,0.054536225,1.383690278,0.053369631,0.033458755,287.4209133,38.78706445,37.03291333,6.316214255,35.93318964,2.221183308,6.18142539,4.095030947,-99.62957903,-29.44612388,-5.059345695,153.2858647,5.271994957,2.232766862,3.233422729,480.0661381,471.6415576,0.742899213,60.78950786,2.259174128,19.17730301,22.06924303,0.014408998,69.65,41,9,1.003296477,0.329647668,24957.04322,1499.955333,1261.17718,0.840809824,0.191619648,6,0.5,0: Broadleaf,2,TRUE,1784653677,457.7412,466.2084,21.99023333,19.05438667,471.6432667,21.47711333,444.7776667,100.9077333,0.099985593,36.63818,37.03291333,999.9,0,0,5000.708667,0,111.0148,-8.467090467,468.0336,475.2648,2.935854667,466.2084,19.05438667,2.218984667,1.922734,19.10002667,16.82178667,1499.955333,0.973004333,0.02699544,0,2.027353333,0,12722.27333,12843.52667,47.187,49.125,48.125,47.875,47.25,1459.465333,40.49,0,1784653683,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-5.9376824,-54.56001862,5.843243906,0,2.9895475,-1.17695594,0.11856329,0,0,2,0/2,3.01834,2.75936,0.102699,0.102821,0.10303,0.0928823,31540.5,22705.7,33298.5,25605.7,38206.4,31428.1,48684.3,40039.7,1.74815,2.5686,0.230379,0,33.3373,999.9,56.379,38.028,37.2513,29.1674,-100,3,0.529858,0,20.244,5.20351,11.956,4.9689,3.2941,7158.8,9999,9999,118.5,4.97379,1.87305,1.87097,1.87241,1.87289,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.933,0.5333,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,148.6,148.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.25464,40.6042,14.5786,2,389.891,1183.92,34.7148,34.242,30.0003,34.1391,34.0453,-1,40,10,-999.9,400,20,101.133,93.9423
74,1784653805,9082,20260722 01:10:05,01:10:05,15,,1784653797,0.002216919,2.216918718,2.567100368,466.3266646,359.1612453,36.27860703,47.10330536,0.052932064,1.385670434,0.051833882,0.032492946,287.4319333,38.92992384,37.20670667,6.376363509,35.99980532,2.240500254,6.223645473,4.135863255,-97.76611547,-33.17516777,-5.700136165,150.7905139,8.896028614,2.155066433,2.567100368,488.6636321,482.8132909,0.432940138,60.78950786,2.216918718,19.41026107,22.2611703,0.012053907,69.65,41,9,1.003290348,0.329034782,25003.37749,1500.013333,1261.2259,0.840809793,0.191619586,6,0.5,0: Broadleaf,2,TRUE,1784653797,466.3882667,479.7092,22.18114,19.34719333,480.3590667,21.62543333,444.6513333,100.9092667,0.099980573,36.76262,37.20670667,999.9,0,0,5010.416667,0,75.03294667,-13.32104333,476.9680667,489.1733333,2.833956,479.7092,19.34719333,2.238284667,1.952311333,19.23894,17.06270667,1500.013333,0.973005,0.026994767,0,1.98666,0,12658.36667,12844.01333,47.187,49.14566667,48.125,47.93286667,47.312,1459.523333,40.49,0,1784653803,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-14.7400375,54.96462902,6.038003564,0,2.815037,0.299410827,0.049073089,0,0,2,0/2,3.01807,2.75932,0.104327,0.103763,0.103562,0.0933973,31479.8,22679.6,33294.9,25603.3,38180.5,31407.3,48680,40036.3,1.74723,2.56827,0.22433,0,33.5784,999.9,56.599,38.088,37.5195,29.2574,-100,3,0.5333,0,20.2441,5.20426,11.956,4.9692,3.29408,7158.8,9999,9999,118.5,4.97383,1.87305,1.87102,1.87241,1.87289,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.013,0.5749,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,150.6,150.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.25586,40.6554,14.5436,2,389.608,1184.13,34.7893,34.2783,30.0003,34.1752,34.079,-1,40,10,-999.9,400,20,101.123,93.9341
75,1784653925,9202,20260722 01:12:05,01:12:05,15,,1784653917,0.002140444,2.140444452,3.065264441,455.6092966,329.2173852,33.25423146,46.02107205,0.050288969,1.384775668,0.049295986,0.030897574,287.43282,38.99153289,37.23002667,6.384472192,35.06007367,2.184630394,6.231106113,4.199841798,-94.39360035,-33.2587618,-5.719443348,154.0610145,6.754751068,2.118789952,3.065264441,477.7416121,470.1356303,0.635949225,60.78950786,2.140444452,18.89824675,21.68120606,0.006098162,69.65,41,9,1.003293955,0.329395487,24976.08724,1500.018,1261.22982,0.84080979,0.191619581,6,0.5,0: Broadleaf,2,TRUE,1784653917,455.6829333,466.0508667,21.62787333,18.84532667,469.5683333,21.19484,445.4930667,100.91,0.099949527,36.78453333,37.23002667,999.9,0,0,5005.958667,0,79.15136,-10.367946,465.7564,475.0023333,2.782534667,466.0508667,18.84532667,2.182471333,1.901684,18.83419333,16.64856,1500.018,0.973005333,0.02699444,0,1.957233333,0,12620.98667,12844.06,47.2332,49.1746,48.18286667,47.9832,47.312,1459.528,40.49,0,1784653923,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-10.26650429,-5.775648312,1.80976954,0,2.810297143,-0.243568831,0.088532362,0,0,2,0/2,3.01871,2.75946,0.102463,0.10193,0.101898,0.0924819,31541.8,22723.7,33291.6,25601,38249.2,31435.9,48675.3,40032.9,1.74818,2.56565,0.232458,0,33.5067,999.9,55.775,38.129,37.056,29.1974,-100,3,0.53737,0,20.2442,5.20187,11.956,4.9684,3.29405,7158.8,9999,9999,118.5,4.97384,1.87305,1.87102,1.87241,1.87295,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.922,0.4489,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,152.6,152.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.25098,40.681,14.5348,2,390.352,1181.15,34.8311,34.3249,30.0001,34.2133,34.1158,-1,40,10,-999.9,400,20,101.114,93.9258
76,1784654045,9322,20260722 01:14:05,01:14:05,15,,1784654037,0.002253921,2.253921015,1.907364431,467.5889023,380.4398064,38.42912659,47.23226335,0.053530058,1.383332061,0.052405351,0.032852427,287.4242067,38.9451607,37.21563333,6.379466376,35.60871494,2.219915191,6.234190688,4.159551185,-99.39791676,-31.4754799,-5.418284232,151.1325258,0.62747151,2.163377068,1.907364431,473.5528406,475.1999758,-0.798594948,60.78950786,2.253921015,19.06032353,22.00900242,0.002913576,69.65,41,9,1.003299515,0.329951477,24934.13907,1499.972667,1261.19174,0.840809815,0.19161963,6,0.5,0: Broadleaf,2,TRUE,1784654037,467.6348,469.8379333,21.97666667,19.13881333,481.6154667,21.46656,445.8409333,100.9124,0.099970287,36.79358667,37.21563333,999.9,0,0,4998.708,0,78.24088,-2.203215667,478.1426,479.0060667,2.837848667,469.8379333,19.13881333,2.217719333,1.931344,19.09088,16.89220667,1499.972667,0.973004333,0.026995433,0,1.944526667,0,12575.70667,12843.67333,47.25,49.1996,48.187,48,47.3498,1459.482667,40.49,0,1784654043,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-4.08491875,50.97607241,5.295059877,0,2.8397055,0.543417293,0.114502932,0,0,2,0/2,3.01924,2.75949,0.103012,0.101928,0.102735,0.0917998,31520.8,22723.1,33290,25600.5,38211.8,31459,48673.5,40032.3,1.7489,2.56343,0.226825,0,33.5436,999.9,55.836,38.179,37.1923,28.8674,-100,3,0.539863,0,20.244,5.20501,11.956,4.96925,3.2941,7158.8,9999,9999,118.6,4.97383,1.87307,1.87102,1.87241,1.87293,1.87363,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.949,0.5125,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,154.6,154.7,0.153809,4.99756,2.64526,2.74048,2.8479,2.24121,40.7323,14.5173,2,390.946,1178.62,34.8718,34.3591,30.0002,34.2464,34.1466,-1,40,10,-999.9,400,20,101.109,93.9243
77,1784654165,9442,20260722 01:16:05,01:16:05,15,,1784654157,0.002248372,2.248372249,2.114475356,454.1255975,361.1454201,36.48114092,45.87354289,0.053108959,1.382490549,0.052001021,0.032598257,287.42864,38.98058727,37.27033333,6.39850848,35.50338132,2.217168993,6.244951637,4.181339486,-99.15321618,-33.18151924,-5.717829795,149.3760748,-0.489331337,2.233689837,2.114475356,461.0123939,461.2627576,-0.590156689,60.78950786,2.248372249,18.81735553,21.87435879,-0.015482866,69.65,41,9,1.003303052,0.330305192,24907.52563,1499.996,1261.21134,0.840809802,0.191619604,6,0.5,0: Broadleaf,2,TRUE,1784654157,454.1765333,454.8860667,21.94888667,19.01615333,468.0503333,21.44496667,445.4498,100.9151333,0.0999672,36.82514,37.27033333,999.9,0,0,4994.416667,0,71.9552,-0.709412467,464.3692667,463.7048,2.932742,454.8860667,19.01615333,2.214976667,1.919018667,19.07103333,16.79072667,1499.996,0.973004667,0.026995093,0,2.067266667,0,12532.56,12843.87333,47.25,49.187,48.187,47.979,47.333,1459.506,40.49,0,1784654163,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-2.55070435,39.85861096,4.016014966,0,2.8583245,2.059208571,0.203938369,0,0,2,0/2,3.01862,2.7594,0.10081,0.098988,0.102305,0.090614,31597.4,22797,33289.1,25600.1,38228.7,31499.3,48671.8,40031.6,1.74805,2.56512,0.224143,0,33.638,999.9,55.36,38.24,36.9985,28.8374,-100,3,0.540102,0,20.2439,5.20486,11.956,4.96935,3.2942,7158.8,9999,9999,118.6,4.97384,1.87304,1.87101,1.87241,1.87289,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.841,0.4799,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,156.6,156.7,0.153809,4.99756,2.64526,2.73926,2.8479,2.27173,40.7837,14.4735,2,390.522,1181.2,34.9008,34.3622,30.0003,34.2526,34.1558,-1,40,10,-999.9,400,20,101.106,93.9226
78,1784654388,9665.1,20260722 01:19:48,01:19:48,15,,1784654380,0.000474511,0.474511116,1.956153587,456.78239,151.0390589,15.25616305,46.13870525,0.011033178,1.38397189,0.010984545,0.006869692,287.4331333,39.2280147,36.26538,6.056426618,30.92951054,1.8641503,6.02709279,4.192276318,-20.92594023,-6.599741361,-1.126985818,258.7804659,17.84501788,0.400527324,1.956153587,501.4753269,483.4321091,2.878722348,60.7323214,0.474511116,18.03647064,18.56731879,0.015527372,69.65,37,8,1.002968514,0.296851351,25002.30155,1500.013333,1261.2265,0.840810193,0.191620386,6,0.5,0: Broadleaf,2,TRUE,1784654380,456.8293333,480.9879333,18.45546,17.92868,470.7238,18.67725333,446.4292,100.9080667,0.099998147,36.17692667,36.26538,999.9,0,0,5002.083333,0,30.00873333,-24.15840667,465.4197333,489.7701333,0.5267698,480.9879333,17.92868,1.862304667,1.809149333,16.3197,15.86585333,1500.013333,0.972993333,0.027006833,0,1.945886667,0,234.4702,12843.98667,47.43286667,49.25,48.3204,48.0124,47.4538,1459.503333,40.51,0,1784654387,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-24.41077143,-15.4104,4.176253852,0,0.509518667,0.077215013,0.054411077,1,1,2,1/2,3.01986,2.75937,0.105218,0.108734,0.0924428,0.0893677,31442,22550.2,33289,25599.7,38658,31543.6,48671.7,40030.7,1.76033,2.56075,0.137016,0,34.054,999.9,53.363,38.34,35.8621,29.3056,-100,3,0.541227,0,20.2442,5.19992,11.956,4.9692,3.29428,7158.8,9999,9999,118.7,4.97385,1.87306,1.87101,1.87241,1.87292,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.06,-0.1949,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,160.3,160.4,0.153809,4.99756,2.64526,2.73926,2.8479,2.26685,40.8093,14.4472,2,397.32,1175.41,34.8998,34.3716,29.9999,34.2682,34.1743,-1,40,10,-999.9,400,20,101.106,93.9209
